good_sentence,bad_sentence,category,category_fine,blimp_UID,blimp_pairID,item_id,condition,direct_sum_logprob_good_sentence,direct_sum_logprob_bad_sentence,direct_correct,meta_sum_logprob_good_first_1,meta_sum_logprob_good_first_2,meta_sum_logprob_bad_first_1,meta_sum_logprob_bad_first_2,meta_1_correct,meta_2_correct,meta_good_correct,meta_bad_correct,meta_correct,meta_correct_lenient,model,revision
Valerie forgets the senators that that guy hadn't fired that hadn't disliked many stories.,Valerie forgets what the senators that that guy hadn't fired hadn't disliked many stories.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,452,303,paired,-113.64713287353516,-114.03288269042969,True,-2.6529903411865234,-3.1951980590820312,-2.6184234619140625,-3.197911262512207,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
William shouldn't question all children that these teenagers approach that are wearing most scarves.,William shouldn't question what all children that these teenagers approach are wearing most scarves.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,566,304,paired,-102.4002685546875,-107.23149108886719,True,-2.1699142456054688,-2.6555538177490234,-2.134990692138672,-2.648935317993164,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
This man doesn't investigate who many guests that aren't compromising admire.,This man doesn't investigate that many guests that aren't compromising admire.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,784,305,paired,-91.08096313476562,-88.9727783203125,False,-1.9320869445800781,-2.6990890502929688,-1.9737720489501953,-2.7158470153808594,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Timothy is discovering every window that some print hasn't looked like that has bothered a lot of legislatures.,Timothy is discovering what every window that some print hasn't looked like has bothered a lot of legislatures.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,847,306,paired,-123.77337646484375,-125.04961395263672,True,-2.3191890716552734,-2.789875030517578,-2.2606754302978516,-2.7796401977539062,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Donald won't notice the foot that John took.,Donald won't notice what John took the foot.,syntax,filler_gap_dependency,wh_questions_object_gap,304,307,paired,-50.37779235839844,-58.005897521972656,True,-2.242990493774414,-2.781919479370117,-2.266490936279297,-2.779935836791992,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Jennifer has noticed this cactus that wasn't hurting Carrie.,Jennifer has noticed who this cactus wasn't hurting Carrie.,syntax,filler_gap_dependency,wh_questions_subject_gap,786,308,paired,-70.79247283935547,-82.06685638427734,True,-2.023782730102539,-2.828497886657715,-2.037738800048828,-2.8613815307617188,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
A lot of governments find out who some mouth scares.,A lot of governments find out that some mouth scares.,syntax,filler_gap_dependency,wh_vs_that_with_gap,414,309,paired,-72.02822875976562,-67.10366821289062,False,-1.9228839874267578,-2.6849308013916016,-1.8963851928710938,-2.6287689208984375,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Douglas investigated girls that that picture looks like that weren't scaring the companies.,Douglas investigated what girls that that picture looks like weren't scaring the companies.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,809,310,paired,-99.38847351074219,-100.43696594238281,True,-2.397146224975586,-2.7698287963867188,-2.3484859466552734,-2.789822578430176,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
These guests notice a driver that all couches hadn't scared.,These guests notice who all couches hadn't scared a driver.,syntax,filler_gap_dependency,wh_questions_object_gap,748,311,paired,-81.41728973388672,-90.67970275878906,True,-2.110565185546875,-2.745746612548828,-2.1303348541259766,-2.7646522521972656,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Teachers wouldn't investigate every child that these high schools can't annoy.,Teachers wouldn't investigate who these high schools can't annoy every child.,syntax,filler_gap_dependency,wh_questions_object_gap,412,312,paired,-81.60401916503906,-87.50374603271484,True,-2.0561981201171875,-2.646303176879883,-2.0351314544677734,-2.602153778076172,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Sarah had remembered most glaciers that Julie shouldn't leave.,Sarah had remembered what Julie shouldn't leave most glaciers.,syntax,filler_gap_dependency,wh_questions_object_gap,283,313,paired,-76.9529800415039,-73.25968933105469,False,-1.902109146118164,-2.594572067260742,-1.8142433166503906,-2.5346927642822266,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Richard will think about many museums that that government was criticizing.,Richard will think about what that government was criticizing many museums.,syntax,filler_gap_dependency,wh_questions_object_gap,854,314,paired,-76.95108795166016,-78.18151092529297,True,-2.337322235107422,-2.7778186798095703,-2.251392364501953,-2.765829086303711,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Some actresses forget that a projector that hadn't hurt Renee astounds those waitresses.,Some actresses forget who a projector that hadn't hurt Renee astounds those waitresses.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,760,315,paired,-110.30006408691406,-120.26289367675781,True,-2.300539016723633,-3.051243782043457,-2.3320693969726562,-3.128602981567383,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Raymond had seen the window that has looked like many sketches.,Raymond had seen what the window has looked like many sketches.,syntax,filler_gap_dependency,wh_questions_subject_gap,750,316,paired,-67.60751342773438,-67.23346710205078,False,-1.7400226593017578,-2.4180545806884766,-1.740926742553711,-2.442331314086914,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Some teacher investigated schools that could irritate those teenagers.,Some teacher investigated who schools could irritate those teenagers.,syntax,filler_gap_dependency,wh_questions_subject_gap,878,317,paired,-67.80096435546875,-77.28656005859375,True,-1.9775505065917969,-2.5560054779052734,-1.947214126586914,-2.5549755096435547,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Edward had thought about a blouse that has resembled all prints.,Edward had thought about what a blouse has resembled all prints.,syntax,filler_gap_dependency,wh_questions_subject_gap,110,318,paired,-71.0513687133789,-81.97078704833984,True,-2.348421096801758,-2.85064697265625,-2.359804153442383,-2.891530990600586,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Kathleen doesn't figure out that this boy is working with most women.,Kathleen doesn't figure out who this boy is working with most women.,syntax,filler_gap_dependency,wh_vs_that_no_gap,182,319,paired,-69.94905853271484,-73.04206085205078,True,-1.9389266967773438,-2.6428146362304688,-1.8911457061767578,-2.6205997467041016,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Kenneth conceals that every teenager exits every high school.,Kenneth conceals what every teenager exits every high school.,syntax,filler_gap_dependency,wh_vs_that_no_gap,390,320,paired,-61.46195983886719,-63.261505126953125,True,-2.020658493041992,-2.3401260375976562,-1.9940776824951172,-2.349515914916992,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Valerie knew that those books that exist were upsetting those waiters.,Valerie knew who those books that exist were upsetting those waiters.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,166,321,paired,-80.91262817382812,-86.35294342041016,True,-2.3282718658447266,-2.8112125396728516,-2.287851333618164,-2.8179244995117188,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Stephen should forget what offspring weren't examining.,Stephen should forget that offspring weren't examining.,syntax,filler_gap_dependency,wh_vs_that_with_gap,325,322,paired,-61.159812927246094,-59.701820373535156,False,-2.242555618286133,-2.8464908599853516,-2.3252696990966797,-2.858072280883789,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
All universities weren't concealing who the offspring flees from.,All universities weren't concealing that the offspring flees from.,syntax,filler_gap_dependency,wh_vs_that_with_gap,871,323,paired,-73.22588348388672,-78.90476989746094,True,-2.0747833251953125,-2.789102554321289,-2.075296401977539,-2.749279022216797,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Many guests find out what some cashier wore.,Many guests find out that some cashier wore.,syntax,filler_gap_dependency,wh_vs_that_with_gap,348,324,paired,-58.792640686035156,-58.26039123535156,False,-1.9719352722167969,-2.5878543853759766,-1.9609203338623047,-2.5138931274414062,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Those teenagers realize who all guests flee from.,Those teenagers realize that all guests flee from.,syntax,filler_gap_dependency,wh_vs_that_with_gap,11,325,paired,-63.03958511352539,-58.20368576049805,False,-2.088346481323242,-2.8828811645507812,-2.060628890991211,-2.8437538146972656,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Those senators see those teachers that that doctor dislikes.,Those senators see who that doctor dislikes those teachers.,syntax,filler_gap_dependency,wh_questions_object_gap,974,326,paired,-72.41535186767578,-81.08633422851562,True,-2.073030471801758,-2.806764602661133,-2.0822219848632812,-2.8511905670166016,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The Clintons haven't questioned some adult that Joseph fired that disliked that cashier.,The Clintons haven't questioned who some adult that Joseph fired disliked that cashier.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,493,327,paired,-111.70259094238281,-115.37409973144531,True,-2.559326171875,-3.3859682083129883,-2.5108203887939453,-3.390897750854492,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Kathleen investigates that the customer that saw Sabrina cleaned the pie.,Kathleen investigates what the customer that saw Sabrina cleaned the pie.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,852,328,paired,-87.95338439941406,-88.84669494628906,True,-1.7769794464111328,-2.4353065490722656,-1.7522010803222656,-2.4560413360595703,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Adam was forgetting that every doctor that describes Rachel was descending many mountains.,Adam was forgetting what every doctor that describes Rachel was descending many mountains.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,274,329,paired,-91.02898406982422,-97.820068359375,True,-1.9410457611083984,-2.607034683227539,-1.9531574249267578,-2.651002883911133,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Holly had forgotten what a guy that hadn't cured Galileo can't drive to.,Holly had forgotten that a guy that hadn't cured Galileo can't drive to.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,165,330,paired,-96.74833679199219,-99.27607727050781,True,-2.573162078857422,-3.3354568481445312,-2.3767642974853516,-3.093733787536621,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Some guys learn who most waitresses aren't arguing about.,Some guys learn that most waitresses aren't arguing about.,syntax,filler_gap_dependency,wh_vs_that_with_gap,906,331,paired,-68.53253173828125,-61.544734954833984,False,-1.9850349426269531,-2.594594955444336,-1.8914604187011719,-2.4682769775390625,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Tanya hadn't seen every grocery store that Tara cleaned.,Tanya hadn't seen what Tara cleaned every grocery store.,syntax,filler_gap_dependency,wh_questions_object_gap,619,332,paired,-63.38377380371094,-70.76707458496094,True,-2.1246776580810547,-2.7177658081054688,-1.9979496002197266,-2.5963573455810547,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Erin had forgotten that all alumni that lifted water conceal these lamps.,Erin had forgotten what all alumni that lifted water conceal these lamps.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,771,333,paired,-102.52582550048828,-107.43476104736328,True,-2.1645126342773438,-2.7834300994873047,-2.192972183227539,-2.840770721435547,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
This teenager isn't remembering that these guys that can chat had sold the cafe.,This teenager isn't remembering what these guys that can chat had sold the cafe.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,692,334,paired,-95.82106018066406,-97.94863891601562,True,-2.3106021881103516,-3.197575569152832,-2.3222713470458984,-3.258432388305664,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Teresa figured out that every student hid some shirt.,Teresa figured out what every student hid some shirt.,syntax,filler_gap_dependency,wh_vs_that_no_gap,315,335,paired,-60.92913818359375,-72.62576293945312,True,-2.343402862548828,-2.8770790100097656,-2.3076248168945312,-2.8726959228515625,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Daniel investigated some associations that Frank thinks about that talked about all doctors.,Daniel investigated who some associations that Frank thinks about talked about all doctors.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,745,336,paired,-94.19903564453125,-97.38715362548828,True,-1.7289714813232422,-2.2925662994384766,-1.690176010131836,-2.210063934326172,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Every cashier wouldn't investigate that some birds that weren't distracting Steve broke some unicycles.,Every cashier wouldn't investigate what some birds that weren't distracting Steve broke some unicycles.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,4,337,paired,-115.12779235839844,-117.92863464355469,True,-2.6491661071777344,-3.1807069778442383,-2.631315231323242,-3.1937246322631836,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Kristen conceals that the actor observes Dennis.,Kristen conceals who the actor observes Dennis.,syntax,filler_gap_dependency,wh_vs_that_no_gap,439,338,paired,-59.09685516357422,-68.03564453125,True,-2.341337203979492,-3.247100830078125,-2.255054473876953,-3.1583251953125,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
David can't investigate who every waitress that hadn't questioned Janet listens to.,David can't investigate that every waitress that hadn't questioned Janet listens to.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,197,339,paired,-95.31258392333984,-96.20990753173828,True,-2.4589805603027344,-3.0373802185058594,-2.5179443359375,-3.0624942779541016,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Meredith will remember all synopses that Christine had thought about.,Meredith will remember what Christine had thought about all synopses.,syntax,filler_gap_dependency,wh_questions_object_gap,632,340,paired,-74.99809265136719,-72.92244720458984,False,-2.0061073303222656,-2.3617401123046875,-2.078960418701172,-2.5054855346679688,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Samantha hadn't noticed a lot of offspring that Bethany won't hate.,Samantha hadn't noticed who Bethany won't hate a lot of offspring.,syntax,filler_gap_dependency,wh_questions_object_gap,403,341,paired,-79.91345977783203,-87.40504455566406,True,-2.0215072631835938,-2.5763988494873047,-2.107400894165039,-2.6806983947753906,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The Lutherans haven't questioned a lot of museums that remember Lisa.,The Lutherans haven't questioned who a lot of museums remember Lisa.,syntax,filler_gap_dependency,wh_questions_subject_gap,872,342,paired,-81.0000228881836,-86.27061462402344,True,-2.260211944580078,-3.026121139526367,-2.304903030395508,-3.0787811279296875,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Rodney hasn't learned that all actors that shouldn't sound like Martin hadn't noticed Theodore.,Rodney hasn't learned who all actors that shouldn't sound like Martin hadn't noticed Theodore.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,897,343,paired,-102.78760528564453,-108.68218994140625,True,-2.5465621948242188,-3.233149528503418,-2.5190200805664062,-3.211331367492676,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
These women investigate what these boys revealed.,These women investigate that these boys revealed.,syntax,filler_gap_dependency,wh_vs_that_with_gap,545,344,paired,-43.29412078857422,-50.893577575683594,True,-2.0877761840820312,-3.0363540649414062,-2.079843521118164,-2.9727134704589844,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Dancers forget this patient that Ann might flee from that fixes a lot of teeth.,Dancers forget what this patient that Ann might flee from fixes a lot of teeth.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,328,345,paired,-113.23604583740234,-118.67051696777344,True,-1.9407100677490234,-2.6742305755615234,-2.0447311401367188,-2.7810707092285156,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Ruth isn't investigating every teenager that Sherry isn't firing.,Ruth isn't investigating who Sherry isn't firing every teenager.,syntax,filler_gap_dependency,wh_questions_object_gap,89,346,paired,-74.87081909179688,-84.56370544433594,True,-2.295238494873047,-2.8491287231445312,-2.2858219146728516,-2.8486976623535156,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
That hospital hasn't concealed who every person fired.,That hospital hasn't concealed that every person fired.,syntax,filler_gap_dependency,wh_vs_that_with_gap,453,347,paired,-65.47854614257812,-64.78752899169922,False,-2.017404556274414,-2.6305789947509766,-2.040069580078125,-2.6147098541259766,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Sherry can't notice some pedestrians that are appreciating Florence.,Sherry can't notice who some pedestrians are appreciating Florence.,syntax,filler_gap_dependency,wh_questions_subject_gap,462,348,paired,-80.02580261230469,-87.30377960205078,True,-2.084737777709961,-2.641590118408203,-2.1067123413085938,-2.667144775390625,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Raymond discovered what many alumni that will disagree with Melanie liked.,Raymond discovered that many alumni that will disagree with Melanie liked.,syntax,filler_gap_dependency,wh_vs_that_with_gap_long_distance,185,349,paired,-84.11673736572266,-86.0936050415039,True,-1.654022216796875,-2.1627731323242188,-1.6907310485839844,-2.1523094177246094,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Those guests find out that every dancer that has scanned that documentary shouldn't break some plate.,Those guests find out what every dancer that has scanned that documentary shouldn't break some plate.,syntax,filler_gap_dependency,wh_vs_that_no_gap_long_distance,831,350,paired,-109.83521270751953,-114.82228088378906,True,-2.4648380279541016,-3.046079635620117,-2.4226760864257812,-3.0413589477539062,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Tracy hadn't hugged Emily.,This sweater hadn't hugged Emily.,syntax,s-selection,animate_subject_trans,500,351,paired,-32.65469741821289,-47.0437126159668,True,-2.4239864349365234,-3.453472137451172,-2.6292285919189453,-3.6997365951538086,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Most actors skated around this library.,Many reports skated around this library.,syntax,s-selection,animate_subject_trans,391,352,paired,-45.84850311279297,-47.440521240234375,True,-2.0902786254882812,-2.7383975982666016,-1.9681587219238281,-2.4674930572509766,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Most shoes weren't messed up by the guests.,Most shoes weren't messed up by the pictures.,syntax,s-selection,animate_subject_passive,395,353,paired,-43.42353057861328,-45.73911666870117,True,-2.2080154418945312,-2.8510208129882812,-2.129915237426758,-2.703847885131836,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Stacy hasn't researched every restaurant.,Some box hasn't researched every restaurant.,syntax,s-selection,animate_subject_trans,790,354,paired,-43.45562744140625,-53.9114875793457,True,-2.3196773529052734,-2.9469127655029297,-2.214954376220703,-2.882753372192383,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Barbara helps that teacher.,A glacier helps that teacher.,syntax,s-selection,animate_subject_trans,369,355,paired,-32.95030975341797,-45.478328704833984,True,-2.1103973388671875,-3.1490259170532227,-2.165750503540039,-3.407567024230957,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Claire wasn't concealed by some actor.,Claire wasn't concealed by some slopes.,syntax,s-selection,animate_subject_passive,153,356,paired,-45.719940185546875,-52.7889289855957,True,-2.0275211334228516,-2.885915756225586,-2.0105533599853516,-2.827024459838867,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Judy is boasted about by the person.,Judy is boasted about by the carriage.,syntax,s-selection,animate_subject_passive,538,357,paired,-45.363006591796875,-48.97257995605469,True,-2.170248031616211,-2.9737014770507812,-2.033781051635742,-2.8638381958007812,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
That slope isn't descended by the teenager.,That slope isn't descended by the birds.,syntax,s-selection,animate_subject_passive,485,358,paired,-48.93962478637695,-45.750709533691406,False,-2.072347640991211,-3.009345054626465,-2.1690444946289062,-3.0537662506103516,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Every unicycle is sold by the senator.,Every unicycle is sold by the report.,syntax,s-selection,animate_subject_passive,832,359,paired,-45.608219146728516,-45.36375427246094,False,-2.1415042877197266,-2.809560775756836,-2.2157154083251953,-2.829580307006836,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Florence is forgotten by some boy.,Florence is forgotten by some species.,syntax,s-selection,animate_subject_passive,163,360,paired,-45.70509719848633,-42.490718841552734,False,-1.9304981231689453,-2.7329254150390625,-2.0477848052978516,-2.7894973754882812,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
The mushroom isn't bought by some men.,The mushroom isn't bought by some plane.,syntax,s-selection,animate_subject_passive,737,361,paired,-48.862648010253906,-52.47749710083008,True,-2.0172271728515625,-2.7610321044921875,-2.028461456298828,-2.7705421447753906,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Those women are described by the children.,Those women are described by the report.,syntax,s-selection,animate_subject_passive,455,362,paired,-33.48860168457031,-33.26826095581055,False,-2.1101856231689453,-2.9308948516845703,-2.149393081665039,-2.863431930541992,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Some ice isn't lifted by some boy.,Some ice isn't lifted by some octopus.,syntax,s-selection,animate_subject_passive,764,363,paired,-50.39802551269531,-51.78460693359375,True,-1.9350204467773438,-2.6853933334350586,-1.9239082336425781,-2.6346969604492188,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Some waiter remembers Ruth.,Every fork remembers Ruth.,syntax,s-selection,animate_subject_trans,941,364,paired,-35.49656677246094,-43.345191955566406,True,-2.096281051635742,-2.874940872192383,-2.08038330078125,-2.869683265686035,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Some lake was passed by some cashiers.,Some lake was passed by some phenomena.,syntax,s-selection,animate_subject_passive,1,365,paired,-50.08824920654297,-48.641849517822266,False,-1.840475082397461,-2.6493892669677734,-2.0367069244384766,-2.826401710510254,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Sara can't scan that story.,Music can't scan that story.,syntax,s-selection,animate_subject_trans,474,366,paired,-41.60292053222656,-36.69413757324219,False,-1.9778251647949219,-3.016413688659668,-2.073101043701172,-3.0622644424438477,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Tamara complains about those drivers.,Every carriage complains about those drivers.,syntax,s-selection,animate_subject_trans,341,367,paired,-40.48784637451172,-40.883087158203125,True,-2.3413639068603516,-3.027263641357422,-2.403219223022461,-3.117128372192383,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
James wasn't revealed by some woman.,James wasn't revealed by some cars.,syntax,s-selection,animate_subject_passive,600,368,paired,-40.03408432006836,-45.62384796142578,True,-2.3573970794677734,-2.9896392822265625,-2.3933868408203125,-3.0695266723632812,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Rachelle wasn't driving to the lake.,The drawing wasn't driving to the lake.,syntax,s-selection,animate_subject_trans,131,369,paired,-39.730072021484375,-45.623207092285156,True,-2.312185287475586,-3.1442527770996094,-2.2894153594970703,-3.1492977142333984,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Helen is observed by the doctor.,Helen is observed by the candles.,syntax,s-selection,animate_subject_passive,483,370,paired,-28.76230239868164,-36.068870544433594,True,-2.2533187866210938,-3.125608444213867,-2.222930908203125,-3.1801700592041016,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Carl wasn't disliked by the pedestrian.,Carl wasn't disliked by the convertible.,syntax,s-selection,animate_subject_passive,949,371,paired,-40.97195053100586,-41.93989181518555,True,-2.213825225830078,-2.939420700073242,-2.375242233276367,-3.0965614318847656,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
A lot of customers were disliked by some person.,A lot of customers were disliked by some casseroles.,syntax,s-selection,animate_subject_passive,809,372,paired,-48.22523498535156,-55.88998031616211,True,-1.9324779510498047,-2.450908660888672,-1.8521747589111328,-2.5439701080322266,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Vincent remembers Adam.,A convertible remembers Adam.,syntax,s-selection,animate_subject_trans,800,373,paired,-30.027408599853516,-37.2124137878418,True,-1.9734077453613281,-2.9935617446899414,-2.1158084869384766,-3.2446670532226562,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Becky wasn't described by the driver.,Becky wasn't described by the cups.,syntax,s-selection,animate_subject_passive,124,374,paired,-33.955810546875,-39.91926193237305,True,-2.154867172241211,-2.794452667236328,-2.1871795654296875,-2.7881603240966797,True,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Mitchell criticized Amy.,Some art gallery criticized Amy.,syntax,s-selection,animate_subject_trans,29,375,paired,-25.98470687866211,-41.73896026611328,True,-1.8634185791015625,-2.6229352951049805,-1.7856521606445312,-2.698195457458496,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
April isn't going to a closet.,The ice cream isn't going to a closet.,syntax,s-selection,animate_subject_trans,919,376,paired,-35.59577178955078,-42.61779022216797,True,-2.4302444458007812,-3.1958179473876953,-2.48248291015625,-3.362929344177246,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
A waiter wasn't listened to by some guys.,A waiter wasn't listened to by some glass.,syntax,s-selection,animate_subject_passive,396,377,paired,-50.79032897949219,-55.83067321777344,True,-1.9545879364013672,-2.6812572479248047,-1.956583023071289,-2.7261695861816406,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
That mirror is cleaned by the dancer.,That mirror is cleaned by the muffins.,syntax,s-selection,animate_subject_passive,871,378,paired,-39.72819137573242,-46.358619689941406,True,-1.954629898071289,-2.573740005493164,-2.048677444458008,-2.7082748413085938,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Wendy didn't approach that actress.,The slope didn't approach that actress.,syntax,s-selection,animate_subject_trans,236,379,paired,-40.489173889160156,-51.12250518798828,True,-2.6054344177246094,-3.539724349975586,-2.622325897216797,-3.666210174560547,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Kevin was loved by the teenagers.,Kevin was loved by the broccoli.,syntax,s-selection,animate_subject_passive,68,380,paired,-29.374874114990234,-34.9093017578125,True,-2.5337257385253906,-3.296602249145508,-2.4823551177978516,-3.318136215209961,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Some child was insulted by the child.,Some child was insulted by the shirt.,syntax,s-selection,animate_subject_passive,916,381,paired,-33.671653747558594,-35.306602478027344,True,-1.9679546356201172,-2.8189659118652344,-1.8882732391357422,-2.7231922149658203,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
These girls aren't wearing that shoe.,Some rivers aren't wearing that shoe.,syntax,s-selection,animate_subject_trans,253,382,paired,-33.43696212768555,-45.41529846191406,True,-2.2545337677001953,-3.1465320587158203,-2.104642868041992,-3.0036745071411133,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Tamara does run around the libraries.,This pepper does run around the libraries.,syntax,s-selection,animate_subject_trans,633,383,paired,-46.43230438232422,-50.75984573364258,True,-2.2512893676757812,-2.965679168701172,-2.4026832580566406,-3.167644500732422,True,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Dana is observed by some student.,Dana is observed by some sketch.,syntax,s-selection,animate_subject_passive,274,384,paired,-47.105873107910156,-50.41582489013672,True,-1.8536930084228516,-2.5815067291259766,-1.8282108306884766,-2.5676021575927734,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Bread is cleaned by the men.,Bread is cleaned by the dogs.,syntax,s-selection,animate_subject_passive,304,385,paired,-39.393463134765625,-38.47161102294922,False,-2.032806396484375,-2.924701690673828,-2.0099945068359375,-2.943781852722168,False,False,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
Carla wasn't arriving at many college campuses.,A restaurant wasn't arriving at many college campuses.,syntax,s-selection,animate_subject_trans,272,386,paired,-43.90595626831055,-51.04328918457031,True,-2.202299118041992,-2.9584274291992188,-2.1601943969726562,-2.9449520111083984,False,True,True,False,False,True,EleutherAI/pythia-1.4b-deduped,
