problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision
c3_set_union_permuted,16,c3_set_union_permuted_16,True,[5 7 2 0],"2 0]
[5 7] [7",-4.671209335327148,[0 2],False,"[-8.742799758911133, -7.858980178833008, -3.9015846252441406, 0.0, -5.009670257568359, -5.42509651184082, -3.6703357696533203, -11.194805145263672]",3,],0.0,False,EleutherAI/pythia-1b-deduped,
c2_set_union_permuted,16,c2_set_union_permuted_16,True,[3],"3] [3]
[6] [",-7.198202133178711,[3],True,"[-4.004575729370117, -4.545249938964844, -3.8885364532470703, -4.420864105224609, -6.528547286987305, -6.667743682861328, -2.1504650115966797, 0.0]",7,],0.0,False,EleutherAI/pythia-1b-deduped,
c1_set_union_permuted,16,c1_set_union_permuted_16,True,[0],"0] [2] [0]
[",-7.217390060424805,[0],True,"[-2.508516311645508, -14.601805686950684, -2.147787094116211, -1.9741477966308594, -4.9030609130859375, -2.630411148071289, -4.826593399047852, -11.001270294189453]",3,0],-1.9741477966308594,True,EleutherAI/pythia-1b-deduped,
XOR_permuted,16,XOR_permuted_16,True,[7 8],"8 7]
[3 9] [3",-4.913713455200195,[7 8],True,"[-7.376203536987305, -14.992353439331055, -8.891519546508789, -3.280506134033203, -17.39975357055664, -14.047286033630371, -3.8616809844970703, -2.996225357055664]",7,7 8],-2.996225357055664,True,EleutherAI/pythia-1b-deduped,
AND_permuted,16,AND_permuted_16,True,[],"0] [0]
[3] [",-3.9990196228027344,[0],False,"[-14.737882614135742, 0.0, -12.986299514770508, -2.0729427337646484, -8.082801818847656, -6.562580108642578, -5.870363235473633, -11.767477035522461]",1,],0.0,True,EleutherAI/pythia-1b-deduped,
row_constant,17,row_constant_17,False,[7],"7]
[9] [9] [",-0.9014186859130859,[7],True,"[-4.7680816650390625, -4.7216644287109375, -5.633771896362305, -5.712007522583008, -0.06195640563964844, -5.614749908447266, -3.9283981323242188, -6.520963668823242]",4,7],-0.06195640563964844,True,EleutherAI/pythia-1b-deduped,
col_constant,17,col_constant_17,False,[5],"5]
[6] [7] [",-0.3241539001464844,[5],True,"[-5.0033721923828125, -2.821857452392578, -5.942024230957031, -5.577264785766602, -6.68064022064209, -4.650409698486328, -0.12248992919921875, -3.8543014526367188]",6,5],-0.12248992919921875,True,EleutherAI/pythia-1b-deduped,
dist3_diag1,17,dist3_diag1_17,False,[3],"3]
[3] [6] [",-2.7642459869384766,[3],True,"[-3.214174270629883, -1.8637714385986328, -4.799406051635742, -2.8257694244384766, -2.4420166015625, -0.5490570068359375, -4.247861862182617, -3.3465824127197266]",5,3],-0.5490570068359375,True,EleutherAI/pythia-1b-deduped,
dist3_diag2,17,dist3_diag2_17,False,[5],"5]
[2] [5] [",-2.9665393829345703,[5],True,"[-2.361967086791992, -0.5380401611328125, -3.783233642578125, -2.012826919555664, -2.4262046813964844, -5.712425231933594, -3.356447219848633, -4.716875076293945]",1,5],-0.5380401611328125,True,EleutherAI/pythia-1b-deduped,
two_rule_comb0,17,two_rule_comb0_17,False,[9 0],"9 0]
[9 9] [9",-2.043498992919922,"[9, 0]",True,"[-9.2308349609375, -9.189714431762695, -7.349390029907227, -0.020671844482421875, -14.115030288696289, -9.678922653198242, -11.655033111572266, -11.32621955871582]",3,9 0],-0.020671844482421875,True,EleutherAI/pythia-1b-deduped,
two_rule_comb1,17,two_rule_comb1_17,False,[7 7],"3 7]
[3 1] [7",-4.8184051513671875,"[3, 7]",False,"[-3.814870834350586, -4.073698043823242, -5.265825271606445, -6.157171249389648, -9.100736618041992, -8.435552597045898, -6.649509429931641, -5.1572418212890625]",0,7 7],-3.814870834350586,True,EleutherAI/pythia-1b-deduped,
two_rule_comb2,17,two_rule_comb2_17,False,[9 4],"9 4]
[8 0] [9",-0.41449737548828125,"[9, 4]",True,"[-5.821067810058594, -6.602081298828125, -0.21068191528320312, -4.385599136352539, -6.360857009887695, -5.415069580078125, -6.325662612915039, -6.655275344848633]",2,9 4],-0.21068191528320312,True,EleutherAI/pythia-1b-deduped,
two_rule_comb3,17,two_rule_comb3_17,False,[5 5],"5 5]
[3 9] [5",-2.144346237182617,"[5, 5]",True,"[-5.3053436279296875, -5.16041374206543, -4.900112152099609, -8.44974136352539, -3.680276870727539, -6.315916061401367, -8.904003143310547, -0.11870956420898438]",7,5 5],-0.11870956420898438,True,EleutherAI/pythia-1b-deduped,
two_rule_comb4,17,two_rule_comb4_17,False,[5 9],"5 6]
[5 6] [8",-3.5875167846679688,"[5, 6]",False,"[-4.685800552368164, -10.803033828735352, -3.80401611328125, -8.307912826538086, -7.478128433227539, -2.432910919189453, -1.2135963439941406, -3.6584815979003906]",6,5 6],-1.2135963439941406,False,EleutherAI/pythia-1b-deduped,
two_rule_comb5,17,two_rule_comb5_17,False,[6 4],"6 4]
[5 3] [6",-0.40918540954589844,"[6, 4]",True,"[-5.839801788330078, -0.23540306091308594, -8.04417610168457, -9.064332962036133, -6.950553894042969, -7.157896041870117, -9.563322067260742, -8.146963119506836]",1,6 4],-0.23540306091308594,True,EleutherAI/pythia-1b-deduped,
three_rule_comb0,17,three_rule_comb0_17,False,[8 2 4],"8 2 4]
[8 2 1]",-4.455209732055664,"[8, 2, 4]",True,"[-7.79594612121582, -0.4231395721435547, -11.641365051269531, -1.8324909210205078, -12.897851943969727, -11.86417007446289, -11.778779983520508, -7.562726974487305]",1,8 2 4],-0.4231395721435547,True,EleutherAI/pythia-1b-deduped,
three_rule_comb1,17,three_rule_comb1_17,False,[2 7 0],"2 7 5]
[3 5 5]",-2.066007614135742,"[2, 7, 5]",False,"[-16.122020721435547, -2.8096237182617188, -10.683679580688477, -5.558742523193359, -2.0510025024414062, -11.904695510864258, -3.60345458984375, -10.90349006652832]",4,2 7 0],-2.0510025024414062,True,EleutherAI/pythia-1b-deduped,
three_rule_comb2,17,three_rule_comb2_17,False,[3 0 3],"3 0 3]
[9 1 2]",-1.784505844116211,"[3, 0, 3]",True,"[-14.793453216552734, -16.39242172241211, -12.070451736450195, -4.301933288574219, -0.9453487396240234, -17.551456451416016, -12.927658081054688, -16.78740882873535]",4,3 0 3],-0.9453487396240234,True,EleutherAI/pythia-1b-deduped,
three_rule_comb3,17,three_rule_comb3_17,False,[8 9 9],"8 6 9]
[9 9 4]",-6.233854293823242,"[8, 6, 9]",False,"[-12.021936416625977, -13.75489616394043, -6.958414077758789, -10.808080673217773, -11.272193908691406, -11.903663635253906, -10.030189514160156, -12.338966369628906]",2,8 9 9],-6.958414077758789,True,EleutherAI/pythia-1b-deduped,
three_rule_comb4,17,three_rule_comb4_17,False,[2 7 1],"2 7 7]
[2 7 5]",-8.223014831542969,"[2, 7, 7]",False,"[-3.9811153411865234, -9.663703918457031, -7.08503532409668, -6.207775115966797, -7.1172637939453125, -5.691839218139648, -8.891239166259766, -4.646389007568359]",0,2 0 5],-3.9811153411865234,False,EleutherAI/pythia-1b-deduped,
three_rule_comb5,17,three_rule_comb5_17,False,[0 1 7],"0 4 7]
[9 3 6]",-4.054347991943359,"[0, 4, 7]",False,"[-2.5336341857910156, -4.745872497558594, -5.959203720092773, -6.679941177368164, -11.72628402709961, -7.66339111328125, -8.31324577331543, -6.632596969604492]",0,0 1 7],-2.5336341857910156,True,EleutherAI/pythia-1b-deduped,
three_rule_comb6,17,three_rule_comb6_17,False,[4 5 9],"4 5 9]
[9 9 4]",-2.4030704498291016,"[4, 5, 9]",True,"[-4.018608093261719, -9.092069625854492, -0.5513896942138672, -8.837339401245117, -8.20901870727539, -5.30413818359375, -8.757057189941406, -9.56794548034668]",2,4 5 9],-0.5513896942138672,True,EleutherAI/pythia-1b-deduped,
three_rule_comb7,17,three_rule_comb7_17,False,[8 1 4],"4 4 4]
[4 4 4]",-5.7094268798828125,"[4, 4, 4]",False,"[-6.376045227050781, -3.8161468505859375, -6.537654876708984, -5.571420669555664, -4.702720642089844, -4.497104644775391, -8.09486198425293, -4.338737487792969]",1,8 1 4],-3.8161468505859375,True,EleutherAI/pythia-1b-deduped,
three_rule_comb8,17,three_rule_comb8_17,False,[2 8 4],"2 5 4]
[2 4 5]",-4.783733367919922,"[2, 5, 4]",False,"[-4.582624435424805, -9.040122985839844, -13.50540542602539, -11.579383850097656, -3.4234676361083984, -5.436737060546875, -11.240127563476562, -8.712491989135742]",4,2 6 6],-3.4234676361083984,False,EleutherAI/pythia-1b-deduped,
three_rule_comb9,17,three_rule_comb9_17,False,[5 2 4],"5 4 4]
[6 3 3]",-2.3603782653808594,"[5, 4, 4]",False,"[-5.839313507080078, -6.42436408996582, -8.371326446533203, -8.30854606628418, -9.928926467895508, -3.5104942321777344, -11.408287048339844, -9.116731643676758]",5,5 2 4],-3.5104942321777344,True,EleutherAI/pythia-1b-deduped,
c3_set_union,17,c3_set_union_17,True,[7 8 6 3],"7 6]
[8] [3]",-5.48065185546875,[6 7],False,"[-1.8295745849609375, -2.8437767028808594, -5.077404022216797, -8.599306106567383, -2.934225082397461, -3.93377685546875, -3.217897415161133, -3.547588348388672]",0,7 6],-1.8295745849609375,False,EleutherAI/pythia-1b-deduped,
c1_set_union,17,c1_set_union_17,True,[7],"5] [7]
[5 0]",-5.554027557373047,[5],False,"[-5.023998260498047, -1.701669692993164, -1.5194511413574219, -3.819612503051758, 0.0, -6.30303955078125, -1.5412960052490234, -7.345232009887695]",4,],0.0,False,EleutherAI/pythia-1b-deduped,
c2_set_union,17,c2_set_union_17,True,[9],"9]
[2] [2 9]",-5.677394866943359,[9],True,"[-1.025115966796875, -6.4839019775390625, -2.9182491302490234, -4.9870758056640625, -5.960002899169922, -6.142984390258789, -5.473081588745117, -6.3635711669921875]",0,9],-1.025115966796875,True,EleutherAI/pythia-1b-deduped,
AND,17,AND_17,True,[7],"7]
[2 7] [6 7",-3.341775894165039,[7],True,"[-13.800111770629883, -9.307256698608398, -0.6525783538818359, -6.906106948852539, -4.175926208496094, -4.170864105224609, -11.103008270263672, -17.451431274414062]",2,7],-0.6525783538818359,True,EleutherAI/pythia-1b-deduped,
XOR,17,XOR_17,True,[4 0],"1 3]
[1 3] [1",-4.884660720825195,[1 3],False,"[-8.683257102966309, -12.451580047607422, -14.243478775024414, -15.148224830627441, -2.2298145294189453, -12.880337715148926, -8.429428100585938, -3.4675846099853516]",4,1 0],-2.2298145294189453,False,EleutherAI/pythia-1b-deduped,
c3_set_union_permuted,17,c3_set_union_permuted_17,True,[4 2 6 8],"2 8]
[4] [6]",-5.748523712158203,[2 8],False,"[-4.551401138305664, 0.0, -4.161825180053711, -9.133550643920898, -2.888469696044922, -12.153291702270508, -4.622076034545898, -3.0565185546875]",1,],0.0,False,EleutherAI/pythia-1b-deduped,
c2_set_union_permuted,17,c2_set_union_permuted_17,True,[1],"3] [3]
[8] [",-6.798711776733398,[3],False,"[0.0, -3.1795902252197266, -4.629676818847656, -2.810434341430664, -8.67633056640625, -8.862140655517578, -2.3594913482666016, -5.597759246826172]",0,],0.0,False,EleutherAI/pythia-1b-deduped,
c1_set_union_permuted,17,c1_set_union_permuted_17,True,[3],"5] [8]
[5 8]",-6.191627502441406,[5],False,"[-5.185308456420898, -1.3966350555419922, -2.307361602783203, -4.221691131591797, 0.0, -12.673006057739258, -4.531963348388672, -12.468803405761719]",4,],0.0,False,EleutherAI/pythia-1b-deduped,
XOR_permuted,17,XOR_permuted_17,True,[6 2],"4 6]
[4 3] [3",-3.532285690307617,[4 6],False,"[-6.634065628051758, -3.131052017211914, -12.26436710357666, -1.4572296142578125, -17.127094268798828, -2.789113998413086, -7.331655502319336, -12.948759078979492]",3,4 6],-1.4572296142578125,False,EleutherAI/pythia-1b-deduped,
AND_permuted,17,AND_permuted_17,True,[],"4] [4]
[9] [",-3.630146026611328,[4],False,"[0.0, -21.428064346313477, -1.7239570617675781, -12.022441864013672, -8.43682861328125, -18.248218536376953, -12.835744857788086, -15.075803756713867]",0,],0.0,True,EleutherAI/pythia-1b-deduped,
row_constant,18,row_constant_18,False,[0],"0]
[1] [1] [",-1.9995460510253906,[0],True,"[-4.607000350952148, -3.1952266693115234, -3.5298709869384766, -6.764398574829102, -6.027841567993164, -3.476673126220703, -0.14387130737304688, -5.556619644165039]",6,0],-0.14387130737304688,True,EleutherAI/pythia-1b-deduped,
col_constant,18,col_constant_18,False,[4],"4]
[9] [3] [",-0.2836132049560547,[4],True,"[-5.487478256225586, -7.657644271850586, -6.3801116943359375, -7.759428977966309, -6.915312767028809, -0.016454696655273438, -7.921421051025391, -6.495616912841797]",5,4],-0.016454696655273438,True,EleutherAI/pythia-1b-deduped,
dist3_diag1,18,dist3_diag1_18,False,[3],"3]
[3] [4] [",-2.2501163482666016,[3],True,"[-6.61649227142334, -3.3508033752441406, -5.632230758666992, -3.0747509002685547, -5.180780410766602, -0.3296527862548828, -3.4331703186035156, -1.9470176696777344]",5,3],-0.3296527862548828,True,EleutherAI/pythia-1b-deduped,
dist3_diag2,18,dist3_diag2_18,False,[5],"5] [9]
[4] [",-2.711444854736328,[5],True,"[-4.34254264831543, -2.7327136993408203, -5.201812744140625, -3.8351173400878906, -4.174896240234375, -3.020772933959961, -0.27875518798828125, -4.092687606811523]",6,5],-0.27875518798828125,True,EleutherAI/pythia-1b-deduped,
two_rule_comb0,18,two_rule_comb0_18,False,[7 2],"7 2]
[9 1] [1",-0.85382080078125,"[7, 2]",True,"[-8.857101440429688, -10.135908126831055, -5.57341194152832, -3.7052555084228516, -7.568052291870117, -7.488256454467773, -0.08953475952148438, -6.705799102783203]",6,7 2],-0.08953475952148438,True,EleutherAI/pythia-1b-deduped,
two_rule_comb1,18,two_rule_comb1_18,False,[1 8],"1 8]
[7 8] [0",-2.741565704345703,"[1, 8]",True,"[-8.07464599609375, -7.5170745849609375, -8.588830947875977, -0.601776123046875, -9.342000961303711, -8.621726989746094, -6.246980667114258, -2.017484664916992]",3,1 8],-0.601776123046875,True,EleutherAI/pythia-1b-deduped,
two_rule_comb2,18,two_rule_comb2_18,False,[0 0],"0 1]
[1 2] [1",-4.195888519287109,"[0, 1]",False,"[-3.4877567291259766, -2.954732894897461, -6.906557083129883, -9.183103561401367, -5.407747268676758, -5.726276397705078, -5.969217300415039, -7.03947639465332]",1,0 0],-2.954732894897461,True,EleutherAI/pythia-1b-deduped,
two_rule_comb3,18,two_rule_comb3_18,False,[7 0],"7 5]
[1 5] [2",-5.192792892456055,"[7, 5]",False,"[-6.930002212524414, -6.110055923461914, -2.3402156829833984, -3.7235145568847656, -3.795835494995117, -3.888795852661133, -5.675233840942383, -3.0388545989990234]",2,7 0],-2.3402156829833984,True,EleutherAI/pythia-1b-deduped,
two_rule_comb4,18,two_rule_comb4_18,False,[7 9],"7 9]
[7 9] [4",-4.346803665161133,"[7, 9]",True,"[-5.216259002685547, -4.809686660766602, -3.066133499145508, -3.5552406311035156, -4.993951797485352, -4.420890808105469, -2.1615753173828125, -3.650117874145508]",6,7 9],-2.1615753173828125,True,EleutherAI/pythia-1b-deduped,
two_rule_comb5,18,two_rule_comb5_18,False,[1 0],"7 6]
[7 6] [5",-4.02922248840332,"[7, 6]",False,"[-4.965995788574219, -5.446435928344727, -5.134031295776367, -1.7907867431640625, -3.60858154296875, -5.563392639160156, -2.898834228515625, -3.3393993377685547]",3,7 6],-1.7907867431640625,False,EleutherAI/pythia-1b-deduped,
three_rule_comb0,18,three_rule_comb0_18,False,[5 7 7],"5 7 7]
[1 5 6]",-2.3168811798095703,"[5, 7, 7]",True,"[-6.006130218505859, -6.84880256652832, -5.117876052856445, -11.40670394897461, -13.50570297241211, -10.839273452758789, -7.453727722167969, -0.165496826171875]",7,5 7 7],-0.165496826171875,True,EleutherAI/pythia-1b-deduped,
three_rule_comb1,18,three_rule_comb1_18,False,[3 3 5],"3 3 0]
[2 0 5]",-2.0640487670898438,"[3, 3, 0]",False,"[-8.426193237304688, -9.530738830566406, -4.272993087768555, -7.571779251098633, -13.887007713317871, -13.809432983398438, -6.336475372314453, -4.003684997558594]",7,3 3 1],-4.003684997558594,False,EleutherAI/pythia-1b-deduped,
three_rule_comb2,18,three_rule_comb2_18,False,[6 3 9],"6 3 9]
[7 5 7]",-4.621244430541992,"[6, 3, 9]",True,"[-7.941490173339844, -11.795101165771484, -10.546470642089844, -0.5337486267089844, -9.888139724731445, -4.616535186767578, -8.411445617675781, -4.568014144897461]",3,6 3 9],-0.5337486267089844,True,EleutherAI/pythia-1b-deduped,
three_rule_comb3,18,three_rule_comb3_18,False,[5 5 9],"5 5 9]
[5 5 9]",-4.624456405639648,"[5, 5, 9]",True,"[-8.807577133178711, -6.100942611694336, -6.110675811767578, -0.7431583404541016, -4.734867095947266, -2.037303924560547, -8.824968338012695, -6.71434211730957]",3,5 5 9],-0.7431583404541016,True,EleutherAI/pythia-1b-deduped,
three_rule_comb4,18,three_rule_comb4_18,False,[7 4 2],"7 4 1]
[7 4 1]",-8.215394973754883,"[7, 4, 1]",False,"[-6.937713623046875, -10.81112289428711, -5.207891464233398, -8.687768936157227, -8.523296356201172, -8.129146575927734, -6.473379135131836, -3.399311065673828]",7,7 4 2],-3.399311065673828,True,EleutherAI/pythia-1b-deduped,
three_rule_comb5,18,three_rule_comb5_18,False,[1 4 1],"1 4 1]
[5 4 2]",-1.7705020904541016,"[1, 4, 1]",True,"[-13.308475494384766, -8.998514175415039, -11.040634155273438, -0.6026954650878906, -13.71713638305664, -7.112390518188477, -12.447189331054688, -12.514825820922852]",3,1 4 1],-0.6026954650878906,True,EleutherAI/pythia-1b-deduped,
three_rule_comb6,18,three_rule_comb6_18,False,[6 9 5],"6 8 5]
[0 9 8]",-6.609285354614258,"[6, 8, 5]",False,"[-4.105213165283203, -6.467893600463867, -5.806642532348633, -7.260276794433594, -5.753406524658203, -7.204261779785156, -6.826774597167969, -8.185890197753906]",0,6 9 5],-4.105213165283203,True,EleutherAI/pythia-1b-deduped,
three_rule_comb7,18,three_rule_comb7_18,False,[6 2 6],"6 5 9]
[6 5 9]",-3.832721710205078,"[6, 5, 9]",False,"[-4.441076278686523, -14.02918815612793, -11.541732788085938, -9.538993835449219, -13.763351440429688, -10.547569274902344, -5.28997802734375, -8.272607803344727]",0,6 2 6],-4.441076278686523,True,EleutherAI/pythia-1b-deduped,
three_rule_comb8,18,three_rule_comb8_18,False,[1 5 5],"2 5 3]
[2 5 3]",-6.739627838134766,"[2, 5, 3]",False,"[-7.5565948486328125, -5.050664901733398, -7.328130722045898, -7.34345817565918, -8.154806137084961, -7.656972885131836, -8.552467346191406, -7.7061309814453125]",1,5 4 2],-5.050664901733398,False,EleutherAI/pythia-1b-deduped,
three_rule_comb9,18,three_rule_comb9_18,False,[4 6 9],"4 6 9]
[3 5 8]",-1.6401538848876953,"[4, 6, 9]",True,"[-11.938802719116211, -18.364458084106445, -13.789560317993164, -0.7128467559814453, -13.158356666564941, -7.135410308837891, -14.769089698791504, -8.39698600769043]",3,4 6 9],-0.7128467559814453,True,EleutherAI/pythia-1b-deduped,
c3_set_union,18,c3_set_union_18,True,[9 4 2 8],"9 2]
[4 8] [2",-6.527294158935547,[2 9],False,"[-9.774974822998047, -3.479135513305664, 0.0, -2.673807144165039, -3.3747711181640625, -3.4601173400878906, -3.7163734436035156, -2.30828857421875]",2,],0.0,False,EleutherAI/pythia-1b-deduped,
c1_set_union,18,c1_set_union_18,True,[8],"5] [5]
[5 4]",-7.531578063964844,[5],False,"[-7.559843063354492, -7.85194206237793, -1.6086788177490234, -1.8555107116699219, -4.0154571533203125, -7.48675537109375, -5.959878921508789, -4.755708694458008]",2,8],-1.6086788177490234,True,EleutherAI/pythia-1b-deduped,
c2_set_union,18,c2_set_union_18,True,[9],"1] [1]
[1] [",-7.132844924926758,[1],False,"[-1.757375717163086, -3.673868179321289, -3.9512882232666016, -3.4545631408691406, -5.293024063110352, 0.0, -5.176942825317383, -2.2958240509033203]",5,],0.0,False,EleutherAI/pythia-1b-deduped,
AND,18,AND_18,True,[4],"4] [4]
[9 4]",-3.6592369079589844,[4],True,"[-16.623878479003906, -12.004678726196289, -7.849859237670898, 0.0, -0.29619789123535156, -7.215526580810547, -6.8367156982421875, -16.719139099121094]",3,],0.0,False,EleutherAI/pythia-1b-deduped,
XOR,18,XOR_18,True,[1 0],"8 0]
[4 0] [4",-4.2167510986328125,[0 8],False,"[0.0, -1.7254314422607422, -6.541133880615234, -3.239255905151367, -15.428388595581055, -20.316368103027344, -2.325550079345703, -2.402475357055664]",0,],0.0,False,EleutherAI/pythia-1b-deduped,
c3_set_union_permuted,18,c3_set_union_permuted_18,True,[8 4 9 7],"7 4]
[8 4] [9",-5.577524185180664,[4 7],False,"[0.0, -3.68792724609375, -4.567140579223633, -3.1807289123535156, -9.5396728515625, -3.506763458251953, -5.6961517333984375, -3.6521682739257812]",0,],0.0,False,EleutherAI/pythia-1b-deduped,
c2_set_union_permuted,18,c2_set_union_permuted_18,True,[5],"0 7] [0 5]
[0",-5.694343566894531,[0 7],False,"[-5.165992736816406, -3.530214309692383, -9.973339080810547, -3.6188526153564453, -2.6505126953125, -3.464038848876953, -4.503501892089844, -5.034906387329102]",4,5],-2.6505126953125,True,EleutherAI/pythia-1b-deduped,
c1_set_union_permuted,18,c1_set_union_permuted_18,True,[4],"9] [9]
[9] [",-6.352987289428711,[9],False,"[-2.412548065185547, -8.69978141784668, -9.25594711303711, -10.561288833618164, -8.904903411865234, -4.482429504394531, -1.8508930206298828, -3.642274856567383]",6,5],-1.8508930206298828,False,EleutherAI/pythia-1b-deduped,
XOR_permuted,18,XOR_permuted_18,True,[7 8],"4 8]
[4 7] [4",-5.588777542114258,[4 8],False,"[-1.5955009460449219, -2.5031299591064453, -16.488800048828125, -6.831796646118164, -18.632457733154297, -12.565844535827637, -8.929899215698242, -1.5455741882324219]",7,4 8],-1.5455741882324219,False,EleutherAI/pythia-1b-deduped,
AND_permuted,18,AND_permuted_18,True,[],"8] [8]
[0 8]",-5.399457931518555,[8],False,"[-13.37064266204834, -12.893655776977539, -7.282906532287598, -15.077356338500977, -1.8160877227783203, 0.0, -13.825423240661621, -7.655211448669434]",5,],0.0,True,EleutherAI/pythia-1b-deduped,
row_constant,19,row_constant_19,False,[5],"5]
[7] [7] [",-2.003835678100586,[5],True,"[-4.068622589111328, -6.474936485290527, -0.059558868408203125, -5.7440185546875, -4.2355499267578125, -5.332996368408203, -6.451481819152832, -5.173978805541992]",2,5],-0.059558868408203125,True,EleutherAI/pythia-1b-deduped,
col_constant,19,col_constant_19,False,[2],"2]
[5] [7] [",-0.2781524658203125,[2],True,"[-4.469757080078125, -5.947364807128906, -6.133123397827148, -0.04971885681152344, -6.809088706970215, -6.585410118103027, -4.152385711669922, -7.58731746673584]",3,2],-0.04971885681152344,True,EleutherAI/pythia-1b-deduped,
dist3_diag1,19,dist3_diag1_19,False,[3],"3]
[3] [6] [",-2.871530532836914,[3],True,"[-3.473970413208008, -3.0786800384521484, -0.8457279205322266, -2.8311691284179688, -3.466245651245117, -2.1148529052734375, -2.404317855834961, -3.463031768798828]",2,3],-0.8457279205322266,True,EleutherAI/pythia-1b-deduped,
dist3_diag2,19,dist3_diag2_19,False,[7],"7] [8]
[3] [",-2.7774429321289062,[7],True,"[-0.4971790313720703, -4.672462463378906, -3.409261703491211, -3.407621383666992, -3.9104690551757812, -3.457670211791992, -3.756429672241211, -2.6717395782470703]",0,7],-0.4971790313720703,True,EleutherAI/pythia-1b-deduped,
two_rule_comb0,19,two_rule_comb0_19,False,[2 6],"2 6]
[5 7] [7",-1.9714527130126953,"[2, 6]",True,"[-6.634805679321289, -9.945964813232422, -10.616958618164062, -5.520359039306641, -0.04037284851074219, -6.76225471496582, -10.304609298706055, -10.706565856933594]",4,2 6],-0.04037284851074219,True,EleutherAI/pythia-1b-deduped,
two_rule_comb1,19,two_rule_comb1_19,False,[1 9],"1 4] [1 6]
[2",-7.152219772338867,"[1, 4]",False,"[-5.49444580078125, -7.549844741821289, -5.608463287353516, -6.581722259521484, -5.304620742797852, -3.0455989837646484, -2.7509593963623047, -2.2787818908691406]",7,1 9],-2.2787818908691406,True,EleutherAI/pythia-1b-deduped,
two_rule_comb2,19,two_rule_comb2_19,False,[5 4],"5 4]
[2 4] [3",-0.7584819793701172,"[5, 4]",True,"[-5.438764572143555, -11.099676132202148, -7.847967147827148, -8.522531509399414, -0.22732925415039062, -11.67273235321045, -10.061298370361328, -5.956962585449219]",4,5 4],-0.22732925415039062,True,EleutherAI/pythia-1b-deduped,
two_rule_comb3,19,two_rule_comb3_19,False,[5 6],"5 6]
[5 6] [8",-1.4355659484863281,"[5, 6]",True,"[-7.578115463256836, -8.715389251708984, -0.3128032684326172, -5.829326629638672, -6.004299163818359, -4.23426628112793, -4.502771377563477, -7.420688629150391]",2,5 6],-0.3128032684326172,True,EleutherAI/pythia-1b-deduped,
two_rule_comb4,19,two_rule_comb4_19,False,[2 3],"2 3]
[2 3] [1",-5.537778854370117,"[2, 3]",True,"[-6.967382431030273, -4.123159408569336, -2.2023792266845703, -5.07044792175293, -4.280706405639648, -5.614839553833008, -2.7976932525634766, -6.612119674682617]",2,5 9],-2.2023792266845703,False,EleutherAI/pythia-1b-deduped,
two_rule_comb5,19,two_rule_comb5_19,False,[7 9],"8 9]
[6 7] [8",-1.7451648712158203,"[8, 9]",False,"[-6.801052093505859, -8.267631530761719, -7.085201263427734, -5.251398086547852, -3.898527145385742, -1.0667304992675781, -7.405757904052734, -6.317684173583984]",5,8 9],-1.0667304992675781,False,EleutherAI/pythia-1b-deduped,
three_rule_comb0,19,three_rule_comb0_19,False,[5 6 3],"5 6 3]
[1 8 7]",-1.3281593322753906,"[5, 6, 3]",True,"[-14.487279891967773, -14.025583267211914, -7.960742950439453, -0.3755149841308594, -7.812263488769531, -13.501239776611328, -12.560087203979492, -16.839862823486328]",3,5 6 3],-0.3755149841308594,True,EleutherAI/pythia-1b-deduped,
three_rule_comb1,19,three_rule_comb1_19,False,[7 4 9],"7 9 4]
[6 8 9]",-4.159177780151367,"[7, 9, 4]",False,"[-4.149757385253906, -9.235479354858398, -11.804269790649414, -13.622085571289062, -11.751672744750977, -6.369802474975586, -11.532302856445312, -3.727262496948242]",7,7 5 9],-3.727262496948242,False,EleutherAI/pythia-1b-deduped,
three_rule_comb2,19,three_rule_comb2_19,False,[4 7 4],"4 7 4]
[5 6 7]",-5.153596878051758,"[4, 7, 4]",True,"[-11.37348747253418, -2.0551719665527344, -5.238807678222656, -5.2960968017578125, -6.165918350219727, -5.661186218261719, -8.36329460144043, -3.684389114379883]",1,4 7 4],-2.0551719665527344,True,EleutherAI/pythia-1b-deduped,
three_rule_comb3,19,three_rule_comb3_19,False,[7 2 1],"7 2 1]
[7 7 1]",-7.203237533569336,"[7, 2, 1]",True,"[-6.988306045532227, -7.593696594238281, -6.944711685180664, -2.418947219848633, -6.79316520690918, -6.6719512939453125, -6.218265533447266, -6.778951644897461]",3,7 2 1],-2.418947219848633,True,EleutherAI/pythia-1b-deduped,
three_rule_comb4,19,three_rule_comb4_19,False,[5 4 5],"5 4 2]
[5 6 3]",-5.55809211730957,"[5, 4, 2]",False,"[-5.363494873046875, -5.398471832275391, -3.54180908203125, -6.098335266113281, -6.911741256713867, -1.5024700164794922, -2.4448318481445312, -10.43017578125]",5,5 4 2],-1.5024700164794922,False,EleutherAI/pythia-1b-deduped,
