problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct
dist3_diag1,19,dist3_diag1_19,False,[3],"3]
[8] [3] [",-2.6512279510498047,[3],True,"[-3.601360321044922, -1.459573745727539, -0.7972126007080078, -3.6474246978759766, -2.9244136810302734, -3.079242706298828, -3.3425025939941406, -4.24212646484375]",2,3],-0.7972126007080078,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag2,19,dist3_diag2_19,False,[7],"7]
[8] [3] [",-1.8444557189941406,[7],True,"[-0.14134979248046875, -6.141735076904297, -3.9543685913085938, -5.832807540893555, -4.261180877685547, -4.58799934387207, -5.280313491821289, -3.4226837158203125]",0,7],-0.14134979248046875,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb0,19,two_rule_comb0_19,False,[2 6],"2 6]
[5 8] [7",-2.458789825439453,"[2, 6]",True,"[-7.45210075378418, -9.12287712097168, -11.981681823730469, -6.024282455444336, -0.012630462646484375, -7.852163314819336, -11.38692855834961, -10.490779876708984]",4,2 6],-0.012630462646484375,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,19,two_rule_comb1_19,False,[1 9],"1 9] [1 6]
[2",-4.031145095825195,"[1, 9]",True,"[-6.672977447509766, -8.202144622802734, -5.517620086669922, -6.146450042724609, -4.891786575317383, -5.0991668701171875, -4.038585662841797, -1.4494876861572266]",7,1 9],-1.4494876861572266,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,19,two_rule_comb2_19,False,[5 4],"5 4]
[2 5] [3",-0.4331989288330078,"[5, 4]",True,"[-8.068305969238281, -5.934961318969727, -5.080450057983398, -9.798978805541992, -0.09872245788574219, -11.11917495727539, -9.589044570922852, -5.636224746704102]",4,5 4],-0.09872245788574219,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb3,19,two_rule_comb3_19,False,[5 6],"5 6]
[8 1] [9",-2.071491241455078,"[5, 6]",True,"[-4.569324493408203, -7.778358459472656, -0.7893142700195312, -4.278602600097656, -5.102224349975586, -3.881837844848633, -5.553632736206055, -6.923427581787109]",2,5 6],-0.7893142700195312,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb4,19,two_rule_comb4_19,False,[2 3],"2 5]
[3 9] [2",-3.799257278442383,"[2, 5]",False,"[-5.630071640014648, -3.488536834716797, -4.289934158325195, -3.7626953125, -6.051145553588867, -5.883502960205078, -3.195850372314453, -7.504707336425781]",6,2 3],-3.195850372314453,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb5,19,two_rule_comb5_19,False,[7 9],"7 8]
[6 7] [7",-2.13525390625,"[7, 8]",False,"[-5.181465148925781, -6.251369476318359, -6.443227767944336, -5.257968902587891, -2.7067089080810547, -2.316598892211914, -5.376199722290039, -5.169614791870117]",5,8 9],-2.316598892211914,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb0,19,three_rule_comb0_19,False,[5 6 3],"5 6 3]
[1 8 7]",-1.5891304016113281,"[5, 6, 3]",True,"[-16.034740447998047, -15.244047164916992, -7.132335662841797, -0.017826080322265625, -7.556476593017578, -11.270063400268555, -13.140142440795898, -17.45160675048828]",3,5 6 3],-0.017826080322265625,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb1,19,three_rule_comb1_19,False,[7 4 9],"7 4 9]
[6 8 1]",-4.480512619018555,"[7, 4, 9]",True,"[-1.420480728149414, -10.021671295166016, -10.590188980102539, -8.461957931518555, -9.294130325317383, -4.919713973999023, -6.609901428222656, -4.007543563842773]",0,7 4 9],-1.420480728149414,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb2,19,three_rule_comb2_19,False,[4 7 4],"4 7 4]
[1 5 7]",-7.04536247253418,"[4, 7, 4]",True,"[-10.88284683227539, -2.1804447174072266, -6.714750289916992, -6.833702087402344, -6.200246810913086, -2.9166908264160156, -7.796909332275391, -3.3487911224365234]",1,4 7 4],-2.1804447174072266,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,19,three_rule_comb3_19,False,[7 2 1],"7 2 1]
[8 2 1]",-6.833272933959961,"[7, 2, 1]",True,"[-7.58030891418457, -7.452999114990234, -7.191980361938477, -2.361083984375, -7.347930908203125, -6.925304412841797, -6.6763916015625, -5.422456741333008]",3,7 2 1],-2.361083984375,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,19,three_rule_comb4_19,False,[5 4 5],"5 4 5]
[4 5 1]",-5.362590789794922,"[5, 4, 5]",True,"[-5.057197570800781, -6.118097305297852, -6.516033172607422, -6.403581619262695, -6.410982131958008, -1.6388664245605469, -1.4906978607177734, -11.143136978149414]",6,5 4 5],-1.4906978607177734,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,19,three_rule_comb5_19,False,[0 1 0],"0 1 0]
[4 5 4]",-4.456823348999023,"[0, 1, 0]",True,"[-14.094267845153809, -9.907438278198242, -6.537912368774414, -10.804569244384766, -9.18756103515625, -0.2305011749267578, -9.38618278503418, -10.526424407958984]",5,0 1 0],-0.2305011749267578,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,19,three_rule_comb6_19,False,[6 7 2],"6 7 2]
[8 3 1]",-1.5915279388427734,"[6, 7, 2]",True,"[-5.71428108215332, -11.36210823059082, -5.681709289550781, -7.185325622558594, -5.361791610717773, -9.69900894165039, -8.175954818725586, -0.1721515655517578]",7,6 7 2],-0.1721515655517578,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,19,three_rule_comb7_19,False,[1 3 9],"1 3 3]
[1 3 3]",-2.9550113677978516,"[1, 3, 3]",False,"[-8.42048454284668, -1.4781322479248047, -8.05738639831543, -9.011760711669922, -9.441350936889648, -7.139949798583984, -9.620824813842773, -8.218170166015625]",1,1 3 3],-1.4781322479248047,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,19,three_rule_comb8_19,False,[0 7 5],"2 6 1]
[2 6 1]",-5.008207321166992,"[2, 6, 1]",False,"[-4.975786209106445, -3.239736557006836, -5.288919448852539, -4.871503829956055, -8.380569458007812, -7.441812515258789, -8.154565811157227, -7.297946929931641]",1,4 5 6],-3.239736557006836,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb9,19,three_rule_comb9_19,False,[2 8 0],"2 7 2]
[3 7 2]",-3.5755748748779297,"[2, 7, 2]",False,"[-6.228731155395508, -9.982856750488281, -9.206987380981445, -11.213674545288086, -8.370246887207031, -8.614480972290039, -5.597349166870117, -7.7281494140625]",6,2 8 0],-5.597349166870117,True,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union,19,c3_set_union_19,True,[8 4 6 1],"8 1]
[8 4] [6",-6.496131896972656,[1 8],False,"[-6.027688980102539, 0.0, -5.25520133972168, -3.5147132873535156, -7.308252334594727, -3.6153221130371094, -5.315191268920898, -3.3395919799804688]",1,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union,19,c1_set_union_19,True,[4],"4]
[0 4] [0]",-4.160072326660156,[4],True,"[-4.130313873291016, -6.620201110839844, -5.167123794555664, -6.178642272949219, -0.3607959747314453, -4.092550277709961, 0.0, -5.057697296142578]",6,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union,19,c2_set_union_19,True,[8],"0 8 7] [8]
[0",-4.992227554321289,[0 7 8],False,"[-5.695188522338867, -4.605833053588867, -1.3258724212646484, -5.377859115600586, -3.595306396484375, -3.6792430877685547, -4.714082717895508, -4.811164855957031]",2,8],-1.3258724212646484,True,allenai/OLMo-7B,step211000-tokens933B,False
AND,19,AND_19,True,[7],"7]
[5 7 6] [4",-3.2677841186523438,[7],True,"[-9.69803237915039, -7.574331283569336, -6.528373718261719, -15.686053276062012, -3.9930076599121094, -4.788484573364258, -7.125426292419434, -0.263092041015625]",7,7],-0.263092041015625,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR,19,XOR_19,True,[7 4],"4 2]
[2 3] [4",-4.336528778076172,[2 4],False,"[-9.51447868347168, -3.0295982360839844, -3.221181869506836, -12.632065773010254, -2.823863983154297, -11.868637084960938, 0.0, -9.728797912597656]",6,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union_permuted,19,c3_set_union_permuted_19,True,[8 9 0 6],"0 6 8]
[0 6] [",-6.947299957275391,[0 6 8],False,"[-5.790037155151367, -5.883172988891602, -12.563215255737305, -7.74397087097168, -6.288932800292969, -2.942323684692383, -5.688486099243164, -3.507112503051758]",5,8 9],-2.942323684692383,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union_permuted,19,c2_set_union_permuted_19,True,[2],"3 1] [3 0]
[3",-7.165544509887695,[1 3],False,"[-4.204315185546875, -3.2784156799316406, -5.196203231811523, -7.5444488525390625, -4.687150955200195, -4.216148376464844, -3.0597000122070312, -3.007608413696289]",7,3 1],-3.007608413696289,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union_permuted,19,c1_set_union_permuted_19,True,[9],"9]
[1 9] [9]",-5.87580680847168,[9],True,"[-5.252967834472656, -1.088827133178711, -4.032461166381836, -4.812202453613281, -2.2724990844726562, -12.161367416381836, -8.437484741210938, -8.858354568481445]",1,9],-1.088827133178711,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR_permuted,19,XOR_permuted_19,True,[0 9],"9 0]
[5 2] [0",-4.42803955078125,[0 9],True,"[-10.490887641906738, -11.358770370483398, 0.0, -4.725103378295898, -2.946195602416992, -4.027656555175781, -11.693106651306152, -2.4301300048828125]",2,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND_permuted,19,AND_permuted_19,True,[],"6] [6]
[3 1]",-5.019742965698242,[6],False,"[-3.8743858337402344, -8.380797386169434, -10.694385528564453, 0.0, -1.0484371185302734, -3.2459793090820312, -12.385514259338379, -8.761859893798828]",3,],0.0,True,allenai/OLMo-7B,step211000-tokens933B,False
row_constant,20,row_constant_20,False,[0],"0]
[1] [1] [",-2.4710006713867188,[0],True,"[-6.155370712280273, -0.03076934814453125, -5.4489593505859375, -7.123205184936523, -6.796714782714844, -7.011783599853516, -5.699687957763672, -4.8114013671875]",1,0],-0.03076934814453125,True,allenai/OLMo-7B,step211000-tokens933B,False
col_constant,20,col_constant_20,False,[6],"6]
[4] [5] [",-0.21795272827148438,[6],True,"[-4.667974472045898, -6.778392791748047, -6.468967437744141, -5.2758026123046875, -6.683326721191406, -6.657480239868164, -6.655141830444336, -0.030252456665039062]",7,6],-0.030252456665039062,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag1,20,dist3_diag1_20,False,[7],"7]
[4] [6] [",-2.5474605560302734,[7],True,"[-2.5702476501464844, -2.3235950469970703, -0.670867919921875, -3.6460494995117188, -4.8276824951171875, -3.499713897705078, -2.5162181854248047, -1.9575862884521484]",2,7],-0.670867919921875,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag2,20,dist3_diag2_20,False,[9],"9]
[9] [0] [",-1.9968585968017578,[9],True,"[-3.899921417236328, -4.287853240966797, -0.3093109130859375, -4.466222763061523, -3.7616920471191406, -3.5643882751464844, -2.2748165130615234, -4.21147346496582]",2,9],-0.3093109130859375,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb0,20,two_rule_comb0_20,False,[5 5],"5 5]
[5 5] [5",-2.844575881958008,"[5, 5]",True,"[-0.060211181640625, -7.310922622680664, -5.675882339477539, -9.765375137329102, -7.210844039916992, -5.0522003173828125, -8.90092658996582, -10.925352096557617]",0,5 5],-0.060211181640625,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,20,two_rule_comb1_20,False,[4 9],"3 9] [4 9]
[1",-3.9228992462158203,"[3, 9]",False,"[-7.611448287963867, -8.592880249023438, -8.245906829833984, -7.886972427368164, -1.4247150421142578, -8.795639038085938, -7.029823303222656, -5.708963394165039]",4,4 9],-1.4247150421142578,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,20,two_rule_comb2_20,False,[4 5],"4 6]
[5 8] [4",-3.8563880920410156,"[4, 6]",False,"[-4.08464241027832, -5.113563537597656, -4.151517868041992, -2.531585693359375, -3.213531494140625, -4.254665374755859, -2.5289249420166016, -6.440832138061523]",6,4 6],-2.5289249420166016,False,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb3,20,two_rule_comb3_20,False,[6 4],"6 4]
[5 6] [6",-2.101104736328125,"[6, 4]",True,"[-3.0958290100097656, -0.5164661407470703, -7.091209411621094, -3.0352210998535156, -4.426109313964844, -6.631237030029297, -4.959539413452148, -3.884336471557617]",1,6 4],-0.5164661407470703,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb4,20,two_rule_comb4_20,False,[9 2],"9 7]
[7 2] [9",-5.4593353271484375,"[9, 7]",False,"[-4.470163345336914, -4.544277191162109, -3.127521514892578, -3.76513671875, -7.815553665161133, -4.119377136230469, -4.402868270874023, -3.071287155151367]",7,9 2],-3.071287155151367,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb5,20,two_rule_comb5_20,False,[1 9],"1 9]
[3 7] [1",-2.1240291595458984,"[1, 9]",True,"[-4.800973892211914, -5.100105285644531, -2.265199661254883, -5.443353652954102, -5.171527862548828, -5.398019790649414, -7.679803848266602, -1.5946903228759766]",7,1 9],-1.5946903228759766,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb0,20,three_rule_comb0_20,False,[2 2 4],"2 4 4]
[4 3 0]",-2.987201690673828,"[2, 4, 4]",False,"[-0.9660873413085938, -15.012405395507812, -11.460212707519531, -10.596389770507812, -12.255847930908203, -15.412223815917969, -8.23105239868164, -12.509696960449219]",0,2 2 4],-0.9660873413085938,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb1,20,three_rule_comb1_20,False,[4 1 0],"4 1 5]
[3 7 7]",-4.309898376464844,"[4, 1, 5]",False,"[-10.034923553466797, -12.678119659423828, -12.111370086669922, -12.054586410522461, -11.126131057739258, -10.116788864135742, -2.1606273651123047, -5.861898422241211]",6,4 1 0],-2.1606273651123047,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb2,20,three_rule_comb2_20,False,[1 9 9],"1 9 10]
[8 6 7]",-4.966306686401367,"[1, 9, 1, 0]",False,"[-11.44171142578125, -11.668663024902344, -2.41668701171875, -11.469276428222656, -3.7419586181640625, -11.866983413696289, -11.077117919921875, -12.194551467895508]",2,1 9 9],-2.41668701171875,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,20,three_rule_comb3_20,False,[9 5 4],"9 5 4]
[1 7 0]",-4.847011566162109,"[9, 5, 4]",True,"[-11.346305847167969, -9.432296752929688, -8.484676361083984, -7.264156341552734, -1.6122016906738281, -10.609336853027344, -5.159997940063477, -10.196817398071289]",4,9 5 4],-1.6122016906738281,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,20,three_rule_comb4_20,False,[2 5 2],"2 5 2]
[4 2 9]",-7.055049896240234,"[2, 5, 2]",True,"[-5.398872375488281, -8.896419525146484, -7.039068222045898, -8.476482391357422, -2.568096160888672, -2.5639419555664062, -3.6317825317382812, -6.416048049926758]",5,2 5 2],-2.5639419555664062,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,20,three_rule_comb5_20,False,[4 4 9],"4 4 6]
[8 5 7]",-2.9336185455322266,"[4, 4, 6]",False,"[-8.394397735595703, -6.786733627319336, -9.313783645629883, -3.677793502807617, -8.378669738769531, -10.089946746826172, -8.328941345214844, -2.568756103515625]",7,4 4 7],-2.568756103515625,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,20,three_rule_comb6_20,False,[9 4 9],"9 7 9]
[2 1 0]",-7.131214141845703,"[9, 7, 9]",False,"[-7.927173614501953, -6.892816543579102, -8.56403923034668, -4.734889984130859, -5.576150894165039, -7.41981315612793, -3.6963577270507812, -4.684089660644531]",6,9 4 9],-3.6963577270507812,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,20,three_rule_comb7_20,False,[5 6 5],"5 6 9]
[4 1 1]",-3.5945606231689453,"[5, 6, 9]",False,"[-8.013811111450195, -4.603599548339844, -7.208642959594727, -6.983037948608398, -8.505983352661133, -2.3673152923583984, -6.931537628173828, -6.376117706298828]",5,5 6 5],-2.3673152923583984,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,20,three_rule_comb8_20,False,[4 1 9],"4 4 6]
[5 5 8]",-3.128570556640625,"[4, 4, 6]",False,"[-5.583475112915039, -7.902872085571289, -8.132898330688477, -7.540185928344727, -7.577047348022461, -11.005531311035156, -6.023500442504883, -8.207422256469727]",0,6 2 7],-5.583475112915039,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb9,20,three_rule_comb9_20,False,[0 8 7],"0 7 7]
[1 6 6]",-2.744047164916992,"[0, 7, 7]",False,"[-6.849824905395508, -5.218252182006836, -6.237131118774414, -5.428916931152344, -6.860300064086914, -10.184030532836914, -3.847198486328125, -5.475423812866211]",6,3 2 4],-3.847198486328125,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union,20,c3_set_union_20,True,[6 0 2 3],"6 3]
[0] [3]",-6.601675033569336,[3 6],False,"[-3.015104293823242, -4.3574676513671875, -6.602945327758789, -5.011186599731445, -2.5143814086914062, -4.5040740966796875, -4.170158386230469, -10.334648132324219]",4,6 0 3],-2.5143814086914062,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union,20,c1_set_union_20,True,[8],"8]
[1 4] [1]",-4.787897109985352,[8],True,"[-6.088293075561523, -5.274190902709961, -3.5830440521240234, -3.774677276611328, -0.23076820373535156, -9.616369247436523, -9.142278671264648, -5.397462844848633]",4,8],-0.23076820373535156,True,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union,20,c2_set_union_20,True,[7],"7]
[8] [8 1]",-7.111913681030273,[7],True,"[-4.375797271728516, -3.959491729736328, -3.220844268798828, -4.570470809936523, -1.4079933166503906, -5.181570053100586, -4.352048873901367, -4.232257843017578]",4,7],-1.4079933166503906,True,allenai/OLMo-7B,step211000-tokens933B,False
AND,20,AND_20,True,[8],"8]
[9 8 5] [1",-2.4385757446289062,[8],True,"[-6.62336540222168, -0.11479759216308594, -6.182458877563477, -4.658958435058594, -8.683181762695312, -8.287479400634766, -10.144283294677734, -14.022544860839844]",1,8],-0.11479759216308594,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR,20,XOR_20,True,[0 5],"5 9]
[5 9] [9",-4.933572769165039,[5 9],False,"[0.0, -2.7086524963378906, -2.9258689880371094, -10.521577835083008, -9.666675567626953, -3.4358978271484375, -9.790104866027832, -9.576196670532227]",0,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
c3_set_union_permuted,20,c3_set_union_permuted_20,True,[3 8 1 4],"8 1]
[1 1] [3",-8.95150375366211,[1 8],False,"[-3.4265995025634766, -6.164155960083008, -11.521595001220703, -7.004543304443359, -5.185615539550781, -5.386545181274414, -3.6876659393310547, -5.087516784667969]",0,1 3],-3.4265995025634766,False,allenai/OLMo-7B,step211000-tokens933B,False
c2_set_union_permuted,20,c2_set_union_permuted_20,True,[5],"7]
[1 1] [4 1",-8.43455696105957,[7],False,"[-1.8246231079101562, -4.003204345703125, -8.68297004699707, -3.210855484008789, -5.664663314819336, -4.13310432434082, -6.791595458984375, -3.209625244140625]",0,7],-1.8246231079101562,False,allenai/OLMo-7B,step211000-tokens933B,False
c1_set_union_permuted,20,c1_set_union_permuted_20,True,[1],"1]
[6 1] [1]",-5.257617950439453,[1],True,"[-9.864019393920898, -6.151926040649414, -1.8692340850830078, -2.861095428466797, -3.9557838439941406, -10.060905456542969, -1.0954208374023438, -5.577695846557617]",6,1],-1.0954208374023438,True,allenai/OLMo-7B,step211000-tokens933B,False
XOR_permuted,20,XOR_permuted_20,True,[0 2],"2 1]
[1 2] [2",-4.184619903564453,[1 2],False,"[-3.193859100341797, -9.920113563537598, 0.0, -3.020406723022461, -11.811429977416992, -18.52918815612793, -2.313783645629883, -9.504735946655273]",2,],0.0,False,allenai/OLMo-7B,step211000-tokens933B,False
AND_permuted,20,AND_permuted_20,True,[],"3] [1]
[1] [",-5.134815216064453,[3],False,"[0.0, -18.39264678955078, -2.06982421875, -3.2848472595214844, -3.9826221466064453, -10.604673385620117, -17.695602416992188, -3.592958450317383]",0,],0.0,True,allenai/OLMo-7B,step211000-tokens933B,False
row_constant,21,row_constant_21,False,[3],"3]
[4] [4] [",-1.148773193359375,[3],True,"[-6.836736679077148, -6.372631072998047, -4.813438415527344, -5.593618392944336, -5.748102188110352, -6.768213272094727, -0.038787841796875, -4.558132171630859]",6,3],-0.038787841796875,True,allenai/OLMo-7B,step211000-tokens933B,False
col_constant,21,col_constant_21,False,[6],"6]
[0] [8] [",-0.1802845001220703,[6],True,"[-5.046318054199219, -0.08917617797851562, -4.961585998535156, -3.892995834350586, -3.587625503540039, -5.732568740844727, -5.085920333862305, -5.831560134887695]",1,6],-0.08917617797851562,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag1,21,dist3_diag1_21,False,[4],"4]
[2] [4] [",-1.904937744140625,[4],True,"[-5.123828887939453, -4.142169952392578, -5.591945648193359, -2.4664859771728516, -2.5396976470947266, -4.545358657836914, -0.25628089904785156, -6.138275146484375]",6,4],-0.25628089904785156,True,allenai/OLMo-7B,step211000-tokens933B,False
dist3_diag2,21,dist3_diag2_21,False,[1],"1]
[3] [1] [",-2.2488040924072266,[1],True,"[-3.4154701232910156, -4.330987930297852, -4.953327178955078, -5.113199234008789, -4.0492095947265625, -0.14148712158203125, -5.378015518188477, -5.036314010620117]",5,1],-0.14148712158203125,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb0,21,two_rule_comb0_21,False,[8 5],"8 5]
[5 1] [5",-4.1609649658203125,"[8, 5]",True,"[-7.0125579833984375, -7.593954086303711, -8.42019271850586, -0.045482635498046875, -7.321269989013672, -8.360553741455078, -8.307775497436523, -6.831121444702148]",3,8 5],-0.045482635498046875,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb1,21,two_rule_comb1_21,False,[2 3],"2 3]
[2 5] [5",-4.917642593383789,"[2, 3]",True,"[-3.5345802307128906, -6.777765274047852, -5.171651840209961, -9.635845184326172, -8.555702209472656, -0.5626163482666016, -5.004474639892578, -8.334163665771484]",5,2 3],-0.5626163482666016,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb2,21,two_rule_comb2_21,False,[0 6],"0 6]
[1 4] [0",-3.260272979736328,"[0, 6]",True,"[-3.7672653198242188, -9.24142837524414, -9.199101448059082, -4.178438186645508, -0.38831520080566406, -9.316001892089844, -5.61585807800293, -10.623348236083984]",4,0 6],-0.38831520080566406,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb3,21,two_rule_comb3_21,False,[0 6],"0 6]
[2 7] [0",-4.366451263427734,"[0, 6]",True,"[-5.863527297973633, -4.854780197143555, -3.4776859283447266, -4.714626312255859, -1.9077434539794922, -1.0791797637939453, -4.214334487915039, -4.36967658996582]",5,0 6],-1.0791797637939453,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb4,21,two_rule_comb4_21,False,[4 1],"5 1]
[5 1] [5",-3.8449134826660156,"[5, 1]",False,"[-3.6100826263427734, -3.6662845611572266, -4.75360107421875, -4.544122695922852, -4.153764724731445, -5.483022689819336, -6.259614944458008, -2.6077957153320312]",7,4 1],-2.6077957153320312,True,allenai/OLMo-7B,step211000-tokens933B,False
two_rule_comb5,21,two_rule_comb5_21,False,[8 5],"8 5]
[7 4] [8",-0.5598201751708984,"[8, 5]",True,"[-6.236753463745117, -0.3264446258544922, -11.207125663757324, -3.929462432861328, -8.933847427368164, -8.47007942199707, -8.843578338623047, -6.62031364440918]",1,8 5],-0.3264446258544922,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb0,21,three_rule_comb0_21,False,[7 1 0],"7 1 0]
[7 1 0]",-3.0277137756347656,"[7, 1, 0]",True,"[-12.826459884643555, -12.446552276611328, -0.03040313720703125, -6.340263366699219, -8.62962532043457, -9.431159973144531, -12.057502746582031, -12.429471969604492]",2,7 1 0],-0.03040313720703125,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb1,21,three_rule_comb1_21,False,[9 1 6],"9 1 6]
[9 1 7]",-5.703495025634766,"[9, 1, 6]",True,"[-5.553005218505859, -8.348670959472656, -1.5083065032958984, -4.002696990966797, -5.184267044067383, -5.610921859741211, -6.718513488769531, -6.5949554443359375]",2,9 1 6],-1.5083065032958984,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb2,21,three_rule_comb2_21,False,[5 5 3],"5 5 3]
[4 5 2]",-2.052522659301758,"[5, 5, 3]",True,"[-10.600625991821289, -12.334518432617188, -11.156538009643555, -11.672245025634766, -0.12233543395996094, -12.959999084472656, -10.292793273925781, -11.356151580810547]",4,5 5 3],-0.12233543395996094,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb3,21,three_rule_comb3_21,False,[3 3 2],"3 2 7]
[9 7 2]",-7.559200286865234,"[3, 2, 7]",False,"[-9.720701217651367, -2.7784194946289062, -10.32342529296875, -9.829690933227539, -9.244258880615234, -6.72026252746582, -9.969915390014648, -8.72209358215332]",1,3 3 2],-2.7784194946289062,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb4,21,three_rule_comb4_21,False,[3 3 4],"3 3 4] [3 2 3]
",-3.9662857055664062,"[3, 3, 4]",True,"[-6.837741851806641, -7.7974395751953125, -6.748821258544922, -3.7013072967529297, -7.6337432861328125, -8.709257125854492, -2.2021732330322266, -7.661859512329102]",6,3 3 4],-2.2021732330322266,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb5,21,three_rule_comb5_21,False,[1 7 4],"1 7 4]
[8 6 3]",-0.22578811645507812,"[1, 7, 4]",True,"[-13.04454231262207, -11.65809440612793, -10.628561019897461, -0.055988311767578125, -13.169906616210938, -15.030084609985352, -12.764488220214844, -15.452962875366211]",3,1 7 4],-0.055988311767578125,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb6,21,three_rule_comb6_21,False,[6 9 8],"8 6 5]
[9 4 5]",-7.663871765136719,"[8, 6, 5]",False,"[-7.492195129394531, -5.908256530761719, -6.639553070068359, -7.20634651184082, -3.999744415283203, -5.846662521362305, -3.885568618774414, -6.034852981567383]",6,6 9 8],-3.885568618774414,True,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb7,21,three_rule_comb7_21,False,[1 4 3],"2 0 4]
[2 0 4]",-3.711435317993164,"[2, 0, 4]",False,"[-4.466222763061523, -6.806644439697266, -2.800710678100586, -2.877279281616211, -2.8697948455810547, -6.896862030029297, -2.773130416870117, -4.917421340942383]",6,2 0 4],-2.773130416870117,False,allenai/OLMo-7B,step211000-tokens933B,False
three_rule_comb8,21,three_rule_comb8_21,False,[0 9 4],"6 6 4]
[4 7 5]",-6.544281005859375,"[6, 6, 4]",False,"[-3.6733627319335938, -6.124750137329102, -9.288671493530273, -7.491355895996094, -5.065145492553711, -6.717353820800781, -13.264280319213867, -12.524238586425781]",0,6 6 8],-3.6733627319335938,False,allenai/OLMo-7B,step211000-tokens933B,False
