model,revision,model_family,training_step,model_n_params,problem_type,problem_ind,problem_id,perm_invariant,correct_answer,response,response_sum_logprob,response_correct,eval_method,pretty_eval_method
OLMo 7B,step91000-tokens403B,OLMo,91000,7,XOR_permuted,33,XOR_permuted_33,True,[5 7],1 7],-2.6617908477783203,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND_permuted,33,AND_permuted_33,True,[],"8]
[3] [2] [",-5.533618927001953,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND_permuted,33,AND_permuted_33,True,[],],0.0,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,row_constant,34,row_constant_34,False,[6],"6]
[4] [4] [",-1.545124053955078,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,row_constant,34,row_constant_34,False,[6],6],-0.0506725311279296,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,col_constant,34,col_constant_34,False,[3],"3]
[7] [4] [",-0.19927978515625,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,col_constant,34,col_constant_34,False,[3],3],-0.0353946685791015,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag1,34,dist3_diag1_34,False,[8],"8]
[2] [8] [",-1.9528141021728516,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag1,34,dist3_diag1_34,False,[8],8],-0.4835662841796875,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag2,34,dist3_diag2_34,False,[0],"0]
[0] [6] [",-1.5730323791503906,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag2,34,dist3_diag2_34,False,[0],0],-0.212289810180664,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb0,34,two_rule_comb0_34,False,[4 2],"4 2]
[6 5] [6",-1.6576404571533203,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb0,34,two_rule_comb0_34,False,[4 2],4 2],-0.0690536499023437,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb1,34,two_rule_comb1_34,False,[1 2],"1 2]
[2 7] [2",-4.147789001464844,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb1,34,two_rule_comb1_34,False,[1 2],1 2],-1.2526817321777344,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb2,34,two_rule_comb2_34,False,[5 1],"5 1]
[3 3] [3",-1.1098499298095703,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb2,34,two_rule_comb2_34,False,[5 1],5 1],-0.3958950042724609,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb3,34,two_rule_comb3_34,False,[3 4],"3 4]
[1 3] [4",-4.227043151855469,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb3,34,two_rule_comb3_34,False,[3 4],3 4],-1.5965518951416016,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb4,34,two_rule_comb4_34,False,[8 6],"8 8]
[6 7] [8",-2.887479782104492,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb4,34,two_rule_comb4_34,False,[8 6],8 6],-2.958864212036133,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb5,34,two_rule_comb5_34,False,[8 4],"8 4]
[7 3] [8",-0.5619564056396484,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb5,34,two_rule_comb5_34,False,[8 4],8 4],-0.3626270294189453,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb0,34,three_rule_comb0_34,False,[1 8 0],"1 0 0]
[1 0 1]",-6.382120132446289,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb0,34,three_rule_comb0_34,False,[1 8 0],1 8 0],-2.080961227416992,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb1,34,three_rule_comb1_34,False,[4 4 2],"4 4 2]
[2 2 2]",-2.982158660888672,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb1,34,three_rule_comb1_34,False,[4 4 2],4 4 2],-1.1790199279785156,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb2,34,three_rule_comb2_34,False,[1 4 9],"1 5 9]
[2 6 1]",-4.706533432006836,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb2,34,three_rule_comb2_34,False,[1 4 9],1 4 9],-2.6571083068847656,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb3,34,three_rule_comb3_34,False,[9 4 8],"9 1 0]
[1 2 0]",-6.040098190307617,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb3,34,three_rule_comb3_34,False,[9 4 8],9 4 8],-3.139404296875,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb4,34,three_rule_comb4_34,False,[6 6 8],"6 6 7]
[8 6 7]",-5.693950653076172,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb4,34,three_rule_comb4_34,False,[6 6 8],6 6 8],-3.4853038787841797,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb5,34,three_rule_comb5_34,False,[4 0 5],"4 2 4]
[9 4 3]",-5.205375671386719,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb5,34,three_rule_comb5_34,False,[4 0 5],5 6 2],-3.771261215209961,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb6,34,three_rule_comb6_34,False,[9 5 3],"9 0 3]
[8 8 6]",-6.499721527099609,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb6,34,three_rule_comb6_34,False,[9 5 3],3 0 5],-4.588104248046875,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb7,34,three_rule_comb7_34,False,[6 5 4],"3 6 7]
[3 6 7]",-9.636955261230469,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb7,34,three_rule_comb7_34,False,[6 5 4],6 5 3],-6.0189666748046875,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb8,34,three_rule_comb8_34,False,[6 8 5],"6 5 2]
[1 7 4]",-1.8950767517089844,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb8,34,three_rule_comb8_34,False,[6 8 5],8 6 3],-4.606287002563477,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb9,34,three_rule_comb9_34,False,[9 4 2],"9 4 2]
[8 5 3]",-2.9696083068847656,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb9,34,three_rule_comb9_34,False,[9 4 2],9 4 2],-2.3362369537353516,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union,34,c3_set_union_34,True,[6 5 1 4],"6 1]
[5] [4]",-3.5758590698242188,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union,34,c3_set_union_34,True,[6 5 1 4],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union,34,c1_set_union_34,True,[3],"3]
[3] [3] [",-4.505495071411133,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union,34,c1_set_union_34,True,[3],3],-0.8260841369628906,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c2_set_union,34,c2_set_union_34,True,[8],"8]
[9] [9 8]",-4.5380706787109375,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c2_set_union,34,c2_set_union_34,True,[8],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND,34,AND_34,True,[1],"1]
[3 1] [0 1",-1.5856800079345703,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND,34,AND_34,True,[1],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,XOR,34,XOR_34,True,[2 5],"1 0]
[1 0] [0",-4.866399765014648,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,XOR,34,XOR_34,True,[2 5],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union_permuted,34,c3_set_union_permuted_34,True,[0 2 1 8],"0 1]
[0] [8]",-6.564586639404297,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union_permuted,34,c3_set_union_permuted_34,True,[0 2 1 8],0 1],-2.9611549377441406,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c2_set_union_permuted,34,c2_set_union_permuted_34,True,[8],"8 2]
[1] [8 1",-6.008167266845703,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c2_set_union_permuted,34,c2_set_union_permuted_34,True,[8],8 2],-2.2199935913085938,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union_permuted,34,c1_set_union_permuted_34,True,[9],"9]
[9 1] [1]",-5.940677642822266,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union_permuted,34,c1_set_union_permuted_34,True,[9],2],-1.824298858642578,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,XOR_permuted,34,XOR_permuted_34,True,[3 5],"1 0]
[3 1] [0",-5.2443695068359375,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,XOR_permuted,34,XOR_permuted_34,True,[3 5],3 1],-2.5541210174560547,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND_permuted,34,AND_permuted_34,True,[],"5] [4]
[5] [",-5.052213668823242,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND_permuted,34,AND_permuted_34,True,[],],0.0,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,row_constant,35,row_constant_35,False,[7],"7]
[6] [6] [",-1.8176612854003904,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,row_constant,35,row_constant_35,False,[7],7],-0.0395317077636718,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,col_constant,35,col_constant_35,False,[3],"3]
[8] [7] [",-0.2842330932617187,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,col_constant,35,col_constant_35,False,[3],3],-0.0656070709228515,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag1,35,dist3_diag1_35,False,[9],"9]
[6] [9] [",-2.113563537597656,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag1,35,dist3_diag1_35,False,[9],9],-0.7996730804443359,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag2,35,dist3_diag2_35,False,[8],"8]
[8] [9] [",-2.086923599243164,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag2,35,dist3_diag2_35,False,[8],8],-0.435699462890625,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb0,35,two_rule_comb0_35,False,[8 9],"8 9]
[9 4] [5",-0.3565502166748047,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb0,35,two_rule_comb0_35,False,[8 9],8 9],-0.0451412200927734,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb1,35,two_rule_comb1_35,False,[4 1],"4 1]
[2 0] [7",-2.601827621459961,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb1,35,two_rule_comb1_35,False,[4 1],4 1],-1.0677833557128906,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb2,35,two_rule_comb2_35,False,[7 6],"7 7]
[6 8] [7",-4.51576042175293,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb2,35,two_rule_comb2_35,False,[7 6],7 6],-2.598024368286133,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb3,35,two_rule_comb3_35,False,[0 1],"0 1]
[2 6] [0",-1.7081012725830078,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb3,35,two_rule_comb3_35,False,[0 1],0 1],-0.2082595825195312,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb4,35,two_rule_comb4_35,False,[5 7],"5 5]
[5 5] [6",-4.540063858032227,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb4,35,two_rule_comb4_35,False,[5 7],6 6],-2.272096633911133,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb5,35,two_rule_comb5_35,False,[0 0],"3 6]
[2 4] [1",-3.0840492248535156,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb5,35,two_rule_comb5_35,False,[0 0],3 6],-1.507791519165039,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb0,35,three_rule_comb0_35,False,[5 8 0],"5 8 0]
[0 0 0]",-3.5003910064697266,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb0,35,three_rule_comb0_35,False,[5 8 0],5 8 0],-0.1734676361083984,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb1,35,three_rule_comb1_35,False,[8 1 2],"8 1 2]
[8 1 2]",-5.885654449462891,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb1,35,three_rule_comb1_35,False,[8 1 2],8 1 2],-2.2815990447998047,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb2,35,three_rule_comb2_35,False,[1 0 3],"1 1 3]
[2 2 2]",-5.942270278930664,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb2,35,three_rule_comb2_35,False,[1 0 3],1 0 3],-3.47452163696289,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb3,35,three_rule_comb3_35,False,[3 3 8],"3 1 8]
[1 1 6]",-7.750787734985352,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb3,35,three_rule_comb3_35,False,[3 3 8],3 8 8],-2.268766403198242,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb4,35,three_rule_comb4_35,False,[1 2 8],"1 7 8]
[2 9 6]",-6.227445602416992,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb4,35,three_rule_comb4_35,False,[1 2 8],1 9 6],-4.095802307128906,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb5,35,three_rule_comb5_35,False,[5 9 2],"7 8 2]
[6 8 3]",-5.271759033203125,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb5,35,three_rule_comb5_35,False,[5 9 2],5 9 2],-2.7025890350341797,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb6,35,three_rule_comb6_35,False,[7 2 1],"0 2 1]
[3 7 3]",-6.025867462158203,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb6,35,three_rule_comb6_35,False,[7 2 1],7 7 3],-3.871715545654297,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb7,35,three_rule_comb7_35,False,[2 3 1],"0 3 5]
[0 6 5]",-8.341270446777344,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb7,35,three_rule_comb7_35,False,[2 3 1],0 5 5],-5.086078643798828,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb8,35,three_rule_comb8_35,False,[9 0 9],"7 4 8]
[5 4 7]",-5.943065643310547,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb8,35,three_rule_comb8_35,False,[9 0 9],3 4 6],-3.7821006774902344,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb9,35,three_rule_comb9_35,False,[6 4 0],"6 6 1]
[5 5 1]",-3.4978065490722656,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb9,35,three_rule_comb9_35,False,[6 4 0],6 2 4],-5.237573623657227,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union,35,c3_set_union_35,True,[0 5 2 3],"0 0]
[0] [2]",-7.044731140136719,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union,35,c3_set_union_35,True,[0 5 2 3],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union,35,c1_set_union_35,True,[1],"1]
[5 1] [5]",-4.160665512084961,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union,35,c1_set_union_35,True,[1],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c2_set_union,35,c2_set_union_35,True,[7],"7]
[3] [3 7]",-4.388662338256836,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c2_set_union,35,c2_set_union_35,True,[7],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND,35,AND_35,True,[9],"9]
[7 9] [3 9",-2.176677703857422,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND,35,AND_35,True,[9],9],-0.6468486785888672,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,XOR,35,XOR_35,True,[8 6],"8 6]
[8 4] [5",-5.433710098266602,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,XOR,35,XOR_35,True,[8 6],8 6],-2.331106185913086,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union_permuted,35,c3_set_union_permuted_35,True,[1 3 0 7],"0 7]
[0] [7]",-7.221931457519531,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union_permuted,35,c3_set_union_permuted_35,True,[1 3 0 7],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c2_set_union_permuted,35,c2_set_union_permuted_35,True,[4],"1 4 0] [4 0]
[",-5.805635452270508,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c2_set_union_permuted,35,c2_set_union_permuted_35,True,[4],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union_permuted,35,c1_set_union_permuted_35,True,[2],"0]
[0 6] [6]",-4.598331451416016,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union_permuted,35,c1_set_union_permuted_35,True,[2],0],-1.1744613647460938,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,XOR_permuted,35,XOR_permuted_35,True,[6 0],"4 6]
[4 6] [6",-4.893207550048828,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,XOR_permuted,35,XOR_permuted_35,True,[6 0],6 7],-3.0066699981689453,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND_permuted,35,AND_permuted_35,True,[],"0] [0]
[7] [",-4.741569519042969,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,AND_permuted,35,AND_permuted_35,True,[],],0.0,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,row_constant,36,row_constant_36,False,[4],"4]
[6] [6] [",-1.2375373840332031,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,row_constant,36,row_constant_36,False,[4],4],-0.0935993194580078,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,col_constant,36,col_constant_36,False,[5],"5]
[9] [0] [",-0.2186050415039062,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,col_constant,36,col_constant_36,False,[5],5],-0.0698394775390625,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag1,36,dist3_diag1_36,False,[0],"0]
[5] [0] [",-2.110719680786133,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag1,36,dist3_diag1_36,False,[0],0],-0.7300529479980469,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag2,36,dist3_diag2_36,False,[6],"6]
[6] [5] [",-1.968425750732422,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,dist3_diag2,36,dist3_diag2_36,False,[6],6],-0.3782062530517578,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb0,36,two_rule_comb0_36,False,[6 5],"6 5]
[6 5] [6",-2.742149353027344,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb0,36,two_rule_comb0_36,False,[6 5],6 5],-0.00872802734375,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb1,36,two_rule_comb1_36,False,[6 6],"6 6]
[9 4] [5",-3.3590621948242188,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb1,36,two_rule_comb1_36,False,[6 6],6 6],-1.040201187133789,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb2,36,two_rule_comb2_36,False,[8 0],"8 0]
[7 2] [8",-1.66680908203125,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb2,36,two_rule_comb2_36,False,[8 0],8 0],-1.020427703857422,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb3,36,two_rule_comb3_36,False,[6 3],"6 3]
[1 9] [6",-1.4307231903076172,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb3,36,two_rule_comb3_36,False,[6 3],6 3],-0.2779006958007812,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb4,36,two_rule_comb4_36,False,[0 4],"6 4]
[4 0] [2",-3.81234359741211,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb4,36,two_rule_comb4_36,False,[0 4],6 4],-2.2512245178222656,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb5,36,two_rule_comb5_36,False,[3 1],"3 2]
[4 3] [3",-2.1374073028564453,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,two_rule_comb5,36,two_rule_comb5_36,False,[3 1],3 1],-3.042989730834961,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb0,36,three_rule_comb0_36,False,[1 4 8],"1 4 8]
[0 6 4]",-5.021673202514648,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb0,36,three_rule_comb0_36,False,[1 4 8],1 4 8],-0.015909194946289,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb1,36,three_rule_comb1_36,False,[4 8 2],"4 8 2]
[4 8 8]",-4.588630676269531,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb1,36,three_rule_comb1_36,False,[4 8 2],4 8 2],-1.4379615783691406,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb2,36,three_rule_comb2_36,False,[3 0 8],"3 8 4]
[4 4 4]",-3.5705795288085938,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb2,36,three_rule_comb2_36,False,[3 0 8],3 2 8],-2.356069564819336,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb3,36,three_rule_comb3_36,False,[1 6 3],"1 9 2]
[1 9 2]",-5.519809722900391,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb3,36,three_rule_comb3_36,False,[1 6 3],1 9 4],-2.284791946411133,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb4,36,three_rule_comb4_36,False,[5 8 3],"5 8 6]
[6 6 4]",-6.557310104370117,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb4,36,three_rule_comb4_36,False,[5 8 3],5 8 3],-4.412895202636719,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb5,36,three_rule_comb5_36,False,[1 2 2],"1 2 2]
[2 2 3]",-2.9529800415039062,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb5,36,three_rule_comb5_36,False,[1 2 2],1 2 2],-1.1985359191894531,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb6,36,three_rule_comb6_36,False,[3 4 2],"3 4 2]
[4 3 0]",-1.812570571899414,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb6,36,three_rule_comb6_36,False,[3 4 2],3 4 2],-0.4402942657470703,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb7,36,three_rule_comb7_36,False,[6 1 5],"6 1 8]
[2 7 6]",-7.227304458618164,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb7,36,three_rule_comb7_36,False,[6 1 5],6 1 4],-4.360752105712891,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb8,36,three_rule_comb8_36,False,[7 4 6],"7 7 3]
[9 6 4]",-6.630414962768555,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb8,36,three_rule_comb8_36,False,[7 4 6],7 7 3],-3.310680389404297,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb9,36,three_rule_comb9_36,False,[9 0 4],"9 1 4]
[8 1 5]",-2.10009765625,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,three_rule_comb9,36,three_rule_comb9_36,False,[9 0 4],9 0 4],-2.6320724487304688,True,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union,36,c3_set_union_36,True,[4 6 8 3],"4 8]
[6] [3]",-5.740488052368164,False,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c3_set_union,36,c3_set_union_36,True,[4 6 8 3],],0.0,False,mc,Forced choice
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union,36,c1_set_union_36,True,[6],"6]
[3 6] [3]",-4.408185958862305,True,generated,Production
OLMo 7B,step91000-tokens403B,OLMo,91000,7,c1_set_union,36,c1_set_union_36,True,[6],6],-1.274423599243164,True,mc,Forced choice
