condition,item_id,question,correct,intuitive,total_cost,more,correct_alt,intuitive_alt,total_cost_alt,more_alt,generated_response_raw,generated_response,generated_response_naive_label,generated_response_label,mc_answer_logprobs,mc_answer_labels,mc_correct_logprob,mc_intuitive_logprob,mc_response_index,mc_response_label,mc_response,mc_response_mean_logprob,mc_response_correct,mc_correct_alt_logprob,mc_intuitive_alt_logprob,mc_response_correct_alt,model,revision,model_family,model_n_params,mc_correct_gt_intuitive,generated_response_correct,t,generated_response_naive_label.1
crt2,43,"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",70 minutes,40 minutes,,,,,,," It takes 70 men 70 minutes to make 70 pies.

Question: How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?
Answer: It takes 70 men 70 minutes to make 70 pies.

Question: How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?
Answer: It takes 70 men 70 minutes to make 70 p",It takes 70 men 70 minutes to make 70 pies.,correct,,"[-2.2562203407287598, -2.889275074005127]","['correct', 'intuitive']",-2.256220341,-2.889275074,0,correct,70 minutes,-2.256220341,True,,,,Pythia 2.8B,,Pythia,2.8,True,False,,
crt2,44,"How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",8 minutes,1 minute,,,,,,," It takes 8 baristas 8 minutes to make 8 coffees.

Question: How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?
Answer: It takes 8 baristas 8 minutes to make 8 coffees.

Question: How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?
Answer: It takes",It takes 8 baristas 8 minutes to make 8 coffees.,correct,,"[-1.8806438446044922, -2.4789390563964844]","['correct', 'intuitive']",-1.880643845,-2.478939056,0,correct,8 minutes,-1.880643845,True,,,,Pythia 2.8B,,Pythia,2.8,True,False,,
crt2,45,"How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",70 minutes,10 minutes,,,,,,," It takes 70 people 70 minutes to cook 70 packs of spaghetti.

Question: How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?
Answer: It takes 70 people 70 minutes to cook 70 packs of spaghetti.

Question: How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs",It takes 70 people 70 minutes to cook 70 packs of spaghetti.,correct,,"[-2.23799467086792, -2.4952101707458496]","['correct', 'intuitive']",-2.237994671,-2.495210171,0,correct,70 minutes,-2.237994671,True,,,,Pythia 2.8B,,Pythia,2.8,True,False,,
crt2,46,"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",8 days,5 days,,,,,,," It takes 8 days to renovate 8 bathrooms.

Question: How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?
Answer: It takes 8 days to renovate 8 bathrooms.

Question: How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?
Answer: It takes 8 days to renovate 8 bathrooms.

Question:",It takes 8 days to renovate 8 bathrooms.,correct,,"[-1.5810956954956055, -2.579878330230713]","['correct', 'intuitive']",-1.581095695,-2.57987833,0,correct,8 days,-1.581095695,True,,,,Pythia 2.8B,,Pythia,2.8,True,False,,
crt2,47,"How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",3 days,1 day,,,,,,," It takes 3 days for 1 fish to eat 1 worm.

Question: How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?
Answer: It takes 3 days for 1 fish to eat 1 worm.

Question: How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?
Answer: It takes 3 days for 1 fish to eat 1 worm.

",It takes 3 days for 1 fish to eat 1 worm.,correct,correct,"[-1.778151035308838, -2.5439467430114746]","['correct', 'intuitive']",-1.778151035,-2.543946743,0,correct,3 days,-1.778151035,True,,,,Pythia 2.8B,,Pythia,2.8,True,True,,
crt2,48,"How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",3 hours,1 hour,,,,,,," It takes 3 operators 3 hours to connect 3 phone calls.

Question: How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?
Answer: It takes 3 operators 3 hours to connect 3 phone calls.

Question: How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?
Answer: It takes 3 operators 3 hours to connect 3 phone",It takes 3 operators 3 hours to connect 3 phone calls.,correct,,"[-2.1361236572265625, -2.7139649391174316]","['correct', 'intuitive']",-2.136123657,-2.713964939,0,correct,3 hours,-2.136123657,True,,,,Pythia 2.8B,,Pythia,2.8,True,False,,
crt2,49,"How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",80 minutes,20 minutes,,,,,,," It takes 80 minutes to print 20 documents.

Question: How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?
Answer: It takes 80 minutes to print 20 documents.

Question: How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?
Answer: It takes 80 minutes to print 20 documents.

Question: How long does it take 20 printers",It takes 80 minutes to print 20 documents.,correct,correct,"[-1.8903741836547852, -2.3456783294677734]","['correct', 'intuitive']",-1.890374184,-2.345678329,0,correct,80 minutes,-1.890374184,True,,,,Pythia 2.8B,,Pythia,2.8,True,True,,
crt2,50,"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",80 minutes,70 minutes,,,,,,," It takes 80 minutes to feed 80 babies.

Question: How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?
Answer: It takes 80 minutes to feed 80 babies.

Question: How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?
Answer: It takes 80 minutes to feed 80 babies.

Question: How long does it take 70 husbands",It takes 80 minutes to feed 80 babies.,correct,,"[-2.497689723968506, -3.0959815979003906]","['correct', 'intuitive']",-2.497689724,-3.095981598,0,correct,80 minutes,-2.497689724,True,,,,Pythia 2.8B,,Pythia,2.8,True,False,,
crt2,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",7 hours,4 hours,,,,,,," It takes 4 people 4 hours to tailor 4 jackets.

Question: How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?
Answer: It takes 4 people 4 hours to tailor 4 jackets.

Question: How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?
Answer: It takes 4 people 4 hours to tailor 4 jack",It takes 4 people 4 hours to tailor 4 jackets.,intuitive,intuitive,"[-1.90234375, -2.25]","['correct', 'intuitive']",-1.90234375,-2.25,0,correct,7 hours,-1.90234375,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,4 hours,,,,,,,"

Question: How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?
Answer:

Question: How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?
Answer:

Question: How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8",,,,"[-1.91015625, -2.51171875]","['correct', 'intuitive']",-1.91015625,-2.51171875,0,correct,8 hours,-1.91015625,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",60 minutes,50 minutes,,,,,,," It takes 50 bees 50 minutes to pollinate 50 flowers.

Question: How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?
Answer: It takes 50 bees 50 minutes to pollinate 50 flowers.

Question: How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?
Answer: It takes 50 bees",It takes 50 bees 50 minutes to pollinate 50 flowers.,intuitive,intuitive,"[-2.55859375, -3.39453125]","['correct', 'intuitive']",-2.55859375,-3.39453125,0,correct,60 minutes,-2.55859375,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,1 day,,,,,,," 5 days

Question: How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?
Answer: 5 days

Question: How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?
Answer: 5 days

Question: How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days",5 days,correct,correct,"[-1.64453125, -2.73828125]","['correct', 'intuitive']",-1.64453125,-2.73828125,0,correct,5 days,-1.64453125,True,,,,Pythia 12B,,Pythia,12.0,True,True,,
crt2,5,"How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?",60 minutes,10 minutes,,,,,,," It takes 60 ovens 60 minutes to bake 60 lasagnas.

Question: How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?
Answer: It takes 60 ovens 60 minutes to bake 60 lasagnas.

Question: How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?
",It takes 60 ovens 60 minutes to bake 60 lasagnas.,correct,,"[-2.09375, -2.73046875]","['correct', 'intuitive']",-2.09375,-2.73046875,0,correct,60 minutes,-2.09375,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,6,"How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?",6 years,1 year,,,,,,," 6 years.

Question: How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 months to publish 6 papers?
Answer: 6 months.

Question: How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 weeks to publish 6 papers?
Answer: 6 weeks.

Question: How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 days to publish 6 papers?
",6 years.,correct,correct,"[-1.63671875, -1.7734375]","['correct', 'intuitive']",-1.63671875,-1.7734375,0,correct,6 years,-1.63671875,True,,,,Pythia 12B,,Pythia,12.0,True,True,,
crt2,7,"How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?",50 hours,30 hours,,,,,,," It takes 30 cleaners 30 hours to clean 30 rooms.

Question: How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?
Answer: It takes 30 cleaners 30 hours to clean 30 rooms.

Question: How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?
Answer: It takes 30 cleaners 30 hours to clean 30",It takes 30 cleaners 30 hours to clean 30 rooms.,intuitive,intuitive,"[-2.80078125, -3.36328125]","['correct', 'intuitive']",-2.80078125,-3.36328125,0,correct,50 hours,-2.80078125,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,8,"How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",70 minutes,40 minutes,,,,,,," 40 students will change 40 light bulbs in 40 minutes.

Question: How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?
Answer: 40 students will change 40 light bulbs in 40 minutes.

Question: How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?
Answer: 40 students will change 40 light bulbs in 40 minutes.
",40 students will change 40 light bulbs in 40 minutes.,intuitive,intuitive,"[-2.30859375, -1.71484375]","['correct', 'intuitive']",-2.30859375,-1.71484375,1,intuitive,40 minutes,-1.71484375,False,,,,Pythia 12B,,Pythia,12.0,False,False,,
crt2,9,"How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",50 weeks,40 weeks,,,,,,," It takes 40 builders 40 weeks to build 40 houses.

Question: How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?
Answer: It takes 40 builders 40 weeks to build 40 houses.

Question: How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?
Answer: It takes 40 builders 40 weeks to build 40 houses.

Question: How",It takes 40 builders 40 weeks to build 40 houses.,intuitive,intuitive,"[-1.79296875, -1.39453125]","['correct', 'intuitive']",-1.79296875,-1.39453125,1,intuitive,40 weeks,-1.39453125,False,,,,Pythia 12B,,Pythia,12.0,False,False,,
crt2,10,"How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",6 minutes,5 minutes,,,,,,," It takes 5 people 5 minutes to plant 5 trees.

Question: How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?
Answer: It takes 5 people 5 minutes to plant 5 trees.

Question: How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?
Answer: It takes 5 people 5 minutes to plant 5 trees.

Question: How",It takes 5 people 5 minutes to plant 5 trees.,intuitive,intuitive,"[-2.05859375, -2.01953125]","['correct', 'intuitive']",-2.05859375,-2.01953125,1,intuitive,5 minutes,-2.01953125,False,,,,Pythia 12B,,Pythia,12.0,False,False,,
crt2,11,"How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?",40 minutes,30 minutes,,,,,,,"

Question: How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?
Answer:

Question: How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?
Answer:

Question: How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40",,,,"[-1.97265625, -2.32421875]","['correct', 'intuitive']",-1.97265625,-2.32421875,0,correct,40 minutes,-1.97265625,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",8 minutes,5 minutes,,,,,,,"

Question: How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?
Answer:

Question: How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?
Answer:

Question: How long does it take 5 machines to pack 5 boxes of chocolates, if it",,,,"[-2.53515625, -2.796875]","['correct', 'intuitive']",-2.53515625,-2.796875,0,correct,8 minutes,-2.53515625,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,10 minutes,,,,,,," 10 minutes

Question: How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?
Answer: 10 minutes

Question: How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?
Answer: 10 minutes

Question: How long does it take 10 children to eat 10 boxes of",10 minutes,intuitive,intuitive,"[-1.84375, -1.80078125]","['correct', 'intuitive']",-1.84375,-1.80078125,1,intuitive,10 minutes,-1.80078125,False,,,,Pythia 12B,,Pythia,12.0,False,False,,
crt2,14,"How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?",4 weeks,2 weeks,,,,,,," 2 weeks

Question: How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?
Answer: 2 weeks

Question: How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?
Answer: 2 weeks

Question: How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?
Answer: 2",2 weeks,intuitive,intuitive,"[-1.796875, -1.5859375]","['correct', 'intuitive']",-1.796875,-1.5859375,1,intuitive,2 weeks,-1.5859375,False,,,,Pythia 12B,,Pythia,12.0,False,False,,
crt2,15,"How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?",8 weeks,5 weeks,,,,,,," It takes 5 teams 5 weeks to renovate 5 houses.

Question: How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?
Answer: It takes 5 teams 5 weeks to renovate 5 houses.

Question: How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?
Answer: It takes 5 teams 5 weeks to renovate 5",It takes 5 teams 5 weeks to renovate 5 houses.,intuitive,intuitive,"[-1.9453125, -2.6171875]","['correct', 'intuitive']",-1.9453125,-2.6171875,0,correct,8 weeks,-1.9453125,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,16,"How long does it take 30 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?",40 weeks,30 weeks,,,,,,," It takes 30 people 30 weeks to knit 30 pairs of socks.

Question: How long does it take 30 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?
Answer: It takes 30 people 30 weeks to knit 30 pairs of socks.

Question: How long does it take 30 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?
Answer: It takes 30 people",It takes 30 people 30 weeks to knit 30 pairs of socks.,intuitive,intuitive,"[-1.44921875, -2.1875]","['correct', 'intuitive']",-1.44921875,-2.1875,0,correct,40 weeks,-1.44921875,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,17,"How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?",70 hours,40 hours,,,,,,," 40 people will pick 40 fields of strawberries in 70 hours.

Question: How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?
Answer: 40 people will pick 40 fields of strawberries in 70 hours.

Question: How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?
Answer:",40 people will pick 40 fields of strawberries in 70 hours.,correct,correct,"[-2.39453125, -1.671875]","['correct', 'intuitive']",-2.39453125,-1.671875,1,intuitive,40 hours,-1.671875,False,,,,Pythia 12B,,Pythia,12.0,False,True,,
crt2,18,"How long does it take 6 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?",7 hours,6 hours,,,,,,," It takes 6 programmers 6 hours to write 6 lines of code.

Question: How long does it take 6 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?
Answer: It takes 6 programmers 6 hours to write 6 lines of code.

Question: How long does it take 6 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?
Answer: It takes 6 programmers",It takes 6 programmers 6 hours to write 6 lines of code.,intuitive,intuitive,"[-2.34375, -2.515625]","['correct', 'intuitive']",-2.34375,-2.515625,0,correct,7 hours,-2.34375,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,19,"How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?",8 hours,4 hours,,,,,,," It takes 4 photographers 4 hours to take 4 photos.

Question: How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?
Answer: It takes 4 photographers 4 hours to take 4 photos.

Question: How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?
Answer: It takes 4 photographers 4 hours to take 4 photos.

Question: How",It takes 4 photographers 4 hours to take 4 photos.,intuitive,intuitive,"[-1.9375, -1.9921875]","['correct', 'intuitive']",-1.9375,-1.9921875,0,correct,8 hours,-1.9375,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,20,"How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?",8 hours,1 hour,,,,,,," 8 painters can paint 8 paintings in 8 hours.

Question: How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?
Answer: 8 painters can paint 8 paintings in 8 hours.

Question: How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?
Answer: 8 painters can paint 8 paintings in 8 hours.

Question: How long does it",8 painters can paint 8 paintings in 8 hours.,correct,,"[-1.7734375, -2.515625]","['correct', 'intuitive']",-1.7734375,-2.515625,0,correct,8 hours,-1.7734375,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,21,"How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?",70 minutes,50 minutes,,,,,,," It takes about a year to write a book.

Question: How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?
Answer: It takes about a year to write a book.

Question: How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?
Answer: It takes about a year to write a book.

Question: How long does it",It takes about a year to write a book.,,,"[-1.86328125, -2.15625]","['correct', 'intuitive']",-1.86328125,-2.15625,0,correct,70 minutes,-1.86328125,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,22,"How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?",8 minutes,2 minutes,,,,,,,"

Question: How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?
Answer:

Question: How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?
Answer:

Question: How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?
Answer:

Question: How long does",,,,"[-2.37109375, -2.64453125]","['correct', 'intuitive']",-2.37109375,-2.64453125,0,correct,8 minutes,-2.37109375,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,23,"How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?",60 minutes,50 minutes,,,,,,," It takes 50 doctors 50 minutes to examine 50 patients.

Question: How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?
Answer: It takes 50 doctors 50 minutes to examine 50 patients.

Question: How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?
Answer: It takes 50 doctors 50 minutes to examine 50 patients.

Question: How",It takes 50 doctors 50 minutes to examine 50 patients.,intuitive,intuitive,"[-1.7734375, -2.2109375]","['correct', 'intuitive']",-1.7734375,-2.2109375,0,correct,60 minutes,-1.7734375,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,24,"How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?",7 minutes,2 minutes,,,,,,," It takes 2 drivers 2 minutes to change 2 tires.

Question: How many drivers are needed to change 7 tires?
Answer: 7 drivers are needed to change 7 tires.

Question: How many drivers are needed to change 2 tires?
Answer: 2 drivers are needed to change 2 tires.

Question: How many drivers are needed to change 7 tires?
Answer: 7 drivers are needed to change 7 tires.

Question: How many drivers are needed to change",It takes 2 drivers 2 minutes to change 2 tires.,intuitive,intuitive,"[-1.734375, -1.9375]","['correct', 'intuitive']",-1.734375,-1.9375,0,correct,7 minutes,-1.734375,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,25,"How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?",8 seconds,2 seconds,,,,,,," 2 apples in 8 seconds = 2 apples per second.

Question: How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?
Answer: 2 apples in 8 seconds = 2 apples per second.

Question: How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?
Answer: 2 apples in 8 seconds = 2 apples per second.
",2 apples in 8 seconds = 2 apples per second.,correct,,"[-1.8203125, -2.28125]","['correct', 'intuitive']",-1.8203125,-2.28125,0,correct,8 seconds,-1.8203125,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,26,"How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?",6 hours,4 hours,,,,,,,"

Question: How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?
Answer:

Question: How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?
Answer:

Question: How long does it take 4 freezers to freeze 4 liters",,,,"[-2.37890625, -3.05078125]","['correct', 'intuitive']",-2.37890625,-3.05078125,0,correct,6 hours,-2.37890625,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,27,"How long does it take 20 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?",80 hours,20 hours,,,,,,," 20 bakers will take 20 hours to bake 20 cakes.

Question: How long does it take 20 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?
Answer: 20 bakers will take 20 hours to bake 20 cakes.

Question: How long does it take 20 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?
Answer: 20 bakers will take 20 hours to bake 20",20 bakers will take 20 hours to bake 20 cakes.,intuitive,intuitive,"[-1.94921875, -2.359375]","['correct', 'intuitive']",-1.94921875,-2.359375,0,correct,80 hours,-1.94921875,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,28,"How long does it take 30 hair stylists to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles?",50 minutes,30 minutes,,,,,,," It takes 30 hair stylists 30 minutes to finish 30 hairstyles.

Question: How many hair stylists are needed to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles?
Answer: It takes 30 hair stylists 30 minutes to finish 30 hairstyles.

Question: How many hair stylists are needed to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles",It takes 30 hair stylists 30 minutes to finish 30 hairstyles.,intuitive,intuitive,"[-2.5625, -2.2578125]","['correct', 'intuitive']",-2.5625,-2.2578125,1,intuitive,30 minutes,-2.2578125,False,,,,Pythia 12B,,Pythia,12.0,False,False,,
crt2,29,"How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?",3 hours,2 hours,,,,,,," It takes 3 mechanics 3 hours to fix 3 cars.

Question: How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?
Answer: It takes 3 mechanics 3 hours to fix 3 cars.

Question: How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?
Answer: It takes 3 mechanics 3 hours to fix 3 cars.

Question: How",It takes 3 mechanics 3 hours to fix 3 cars.,correct,,"[-1.66796875, -1.73046875]","['correct', 'intuitive']",-1.66796875,-1.73046875,0,correct,3 hours,-1.66796875,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
crt2,30,"How long does it take 20 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?",50 hours,20 hours,,,,,,," It takes 20 tailors 20 hours to make 20 dresses.

Question: How long does it take 20 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?
Answer: It takes 20 tailors 20 hours to make 20 dresses.

Question: How long does it take 20 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?
Answer: It takes 20 tailors 20 hours to make 20",It takes 20 tailors 20 hours to make 20 dresses.,intuitive,intuitive,"[-2.015625, -2.37890625]","['correct', 'intuitive']",-2.015625,-2.37890625,0,correct,50 hours,-2.015625,True,,,,Pythia 12B,,Pythia,12.0,True,False,,
