problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct,model_family,model_n_params,training_step
XOR_permuted,31,XOR_permuted_31,True,[2 6],"6 2]
[6 7] [6",-3.299175262451172,[2 6],True,"[-11.983949661254883, -15.007820129394531, -4.152826309204102, -4.33012580871582, -5.00670051574707, -16.51581573486328, -13.7402925491333, -10.491998672485352]",2,2 7],-4.152826309204102,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
AND_permuted,31,AND_permuted_31,True,[],"1]
[6] [5] [",-7.124704360961914,[1],False,"[-12.903450012207031, -13.999876022338867, -3.3217201232910156, -15.747406005859375, -11.728071212768555, -10.141084671020508, -3.47613525390625, 0.0]",7,],0.0,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
row_constant,32,row_constant_32,False,[2],"2]
[0] [0] [",-1.9768218994140625,[2],True,"[-3.949800491333008, -5.610589981079102, -4.679412841796875, -0.09199905395507812, -3.3421554565429688, -6.230520248413086, -5.152444839477539, -5.918096542358398]",3,2],-0.0919990539550781,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
col_constant,32,col_constant_32,False,[4],"4]
[0] [3] [",-0.3203907012939453,[4],True,"[-6.716962814331055, -8.011445045471191, -5.292808532714844, -5.551967620849609, -6.324392318725586, -4.953773498535156, -6.004844665527344, -0.026754379272460938]",7,4],-0.0267543792724609,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag1,32,dist3_diag1_32,False,[8],"8]
[2] [8] [",-2.956052780151367,[8],True,"[-0.7776317596435547, -4.136783599853516, -3.9097023010253906, -1.2224178314208984, -3.404294967651367, -4.170209884643555, -3.4433422088623047, -3.7672805786132812]",0,8],-0.7776317596435547,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag2,32,dist3_diag2_32,False,[3],"3]
[3] [8] [",-2.080097198486328,[3],True,"[-5.024709701538086, -3.422210693359375, -3.564901351928711, -4.201353073120117, -4.4309844970703125, -4.750820159912109, -0.17112159729003906, -3.942728042602539]",6,3],-0.171121597290039,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb0,32,two_rule_comb0_32,False,[3 3],"3 3]
[3 3] [3",-2.793581008911133,"[3, 3]",True,"[-7.876930236816406, -5.969112396240234, -8.029594421386719, -7.412590026855469, -7.401227951049805, -8.97628402709961, -0.08257293701171875, -8.201187133789062]",6,3 3],-0.0825729370117187,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb1,32,two_rule_comb1_32,False,[1 7],"9 7]
[9 7] [4",-5.90056037902832,"[9, 7]",False,"[-8.559328079223633, -4.115949630737305, -8.829753875732422, -4.215639114379883, -7.4362335205078125, -1.563812255859375, -8.156173706054688, -6.988714218139648]",5,1 7],-1.563812255859375,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb2,32,two_rule_comb2_32,False,[1 2],"1 2]
[3 2] [0",-0.8129005432128906,"[1, 2]",True,"[-9.644325256347656, -10.397237777709961, -10.819732666015625, -8.286352157592773, -11.540485382080078, -0.0329742431640625, -9.739681243896484, -7.736240386962891]",5,1 2],-0.0329742431640625,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb3,32,two_rule_comb3_32,False,[9 6],"9 6]
[9 6] [5",-4.238975524902344,"[9, 6]",True,"[-7.355096817016602, -4.123394012451172, -1.369516372680664, -5.421058654785156, -9.102447509765625, -4.892234802246094, -1.5671806335449219, -5.376075744628906]",2,9 6],-1.369516372680664,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb4,32,two_rule_comb4_32,False,[0 0],"3 0]
[4 1] [3",-3.0395030975341797,"[3, 0]",False,"[-5.9449310302734375, -5.22015380859375, -5.0789337158203125, -5.910039901733398, -6.403614044189453, -4.419858932495117, -4.479045867919922, -4.119405746459961]",7,6 4],-4.119405746459961,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb5,32,two_rule_comb5_32,False,[1 8],"1 8]
[3 6] [1",-0.4138774871826172,"[1, 8]",True,"[-9.25108528137207, -9.63469123840332, -8.736135482788086, -11.46816635131836, -0.2255401611328125, -11.51440143585205, -10.827341079711914, -9.879423141479492]",4,1 8],-0.2255401611328125,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb0,32,three_rule_comb0_32,False,[4 8 8],"4 8 8]
[5 7 1]",-0.2856674194335937,"[4, 8, 8]",True,"[-9.067533493041992, -9.866477966308594, -12.493928909301758, -9.43157958984375, -10.785415649414062, -11.197000503540039, -6.036582946777344, -0.04526519775390625]",7,4 8 8],-0.0452651977539062,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb1,32,three_rule_comb1_32,False,[1 2 0],"1 5 0]
[5 4 1]",-1.3183441162109375,"[1, 5, 0]",False,"[-5.741813659667969, -5.303350448608398, -12.950653076171875, -10.181705474853516, -3.310007095336914, -15.754989624023438, -9.905517578125, -15.41987419128418]",4,1 2 0],-3.310007095336914,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb2,32,three_rule_comb2_32,False,[3 4 5],"3 4 5]
[6 5 3]",-2.766592025756836,"[3, 4, 5]",True,"[-13.14981460571289, -15.301424026489258, -10.946975708007812, -5.744974136352539, -3.943042755126953, -7.185800552368164, -11.525514602661133, -1.0745563507080078]",7,3 4 5],-1.0745563507080078,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb3,32,three_rule_comb3_32,False,[9 3 0],"9 3 0]
[9 3 9]",-7.154226303100586,"[9, 3, 0]",True,"[-5.738197326660156, -3.6617908477783203, -7.433338165283203, -6.764183044433594, -8.965049743652344, -5.317815780639648, -6.570646286010742, -6.822628021240234]",1,9 3 0],-3.66179084777832,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb4,32,three_rule_comb4_32,False,[5 9 3],"5 9 3]
[5 8 4]",-3.4859790802001953,"[5, 9, 3]",True,"[-9.013326644897461, -5.748161315917969, -7.162675857543945, -3.9147720336914062, -2.039897918701172, -5.661699295043945, -3.004079818725586, -4.151552200317383]",4,5 9 3],-2.039897918701172,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb5,32,three_rule_comb5_32,False,[5 5 9],"5 5 7]
[6 7 8]",-2.4174766540527344,"[5, 5, 7]",False,"[-7.786813735961914, -4.561956405639648, -9.296052932739258, -11.666011810302734, -12.878800392150879, -11.045485496520996, -8.264070510864258, -11.486499786376953]",1,5 5 9],-4.561956405639648,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb6,32,three_rule_comb6_32,False,[4 0 4],"4 0 4]
[8 0 4]",-6.956148147583008,"[4, 0, 4]",True,"[-6.920927047729492, -2.657407760620117, -5.244407653808594, -7.098188400268555, -7.502433776855469, -4.032085418701172, -5.766521453857422, -9.126012802124023]",1,4 0 4],-2.657407760620117,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb7,32,three_rule_comb7_32,False,[4 5 9],"4 6 5]
[4 6 5]",-8.122638702392578,"[4, 6, 5]",False,"[-7.675991058349609, -6.618370056152344, -6.825927734375, -7.76429557800293, -7.795511245727539, -8.108270645141602, -5.78724479675293, -5.458072662353516]",7,4 5 9],-5.458072662353516,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb8,32,three_rule_comb8_32,False,[4 0 8],"4 0 5]
[5 2 7]",-2.5514144897460938,"[4, 0, 5]",False,"[-5.555578231811523, -4.954074859619141, -10.195192337036133, -9.806976318359375, -6.411333084106445, -10.281736373901367, -7.37110710144043, -3.8294677734375]",7,4 0 8],-3.8294677734375,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb9,32,three_rule_comb9_32,False,[0 4 5],"1 5 4]
[2 3 6]",-2.184898376464844,"[1, 5, 4]",False,"[-11.174053192138672, -8.999374389648438, -10.818517684936523, -10.090993881225586, -3.250875473022461, -9.211372375488281, -5.776227951049805, -8.306936264038086]",4,0 4 5],-3.250875473022461,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c3_set_union,32,c3_set_union_32,True,[8 6 4 0],"8 4 0]
[8 4 6]",-4.804267883300781,[0 4 8],False,"[-3.232675552368164, -5.641685485839844, -3.6130409240722656, -6.220560073852539, -1.1116466522216797, -7.819770812988281, -6.949850082397461, -2.3717479705810547]",4,8 4 0],-1.1116466522216797,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c1_set_union,32,c1_set_union_32,True,[1],"1]
[0 1] [0]",-5.237091064453125,[1],True,"[-0.12903594970703125, -9.545042991638184, -7.942005157470703, -5.3092193603515625, 0.0, -4.089122772216797, -9.533323287963867, -6.929790496826172]",4,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c2_set_union,32,c2_set_union_32,True,[2],"4 2 9] [9]
[4",-4.721401214599609,[2 4 9],False,"[-3.3967113494873047, -5.421945571899414, -1.554269790649414, 0.0, -6.206947326660156, -4.3101654052734375, -3.888813018798828, -5.234640121459961]",3,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
AND,32,AND_32,True,[6],"6]
[0] [1] [",-5.216249465942383,[6],True,"[-10.458356857299805, -8.720598220825195, -9.947542190551758, -0.1413402557373047, 0.0, -10.526653289794922, -5.849401473999023, -8.011823654174805]",4,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
XOR,32,XOR_32,True,[6 9],5 8] [5 7] [5 6,-6.947050094604492,[5 8],False,"[-7.454607009887695, -9.683364868164062, -3.412080764770508, -6.174003601074219, -3.9695472717285156, -9.164587020874023, 0.0, -11.454795837402344]",6,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c3_set_union_permuted,32,c3_set_union_permuted_32,True,[5 7 3 9],"9 5]
[9 5] [9",-7.450674057006836,[5 9],False,"[-3.6023788452148438, -10.732147216796875, -4.348949432373047, -4.7459716796875, -4.30650520324707, -2.6211166381835938, -4.570188522338867, -4.800426483154297]",5,9 5],-2.6211166381835938,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c2_set_union_permuted,32,c2_set_union_permuted_32,True,[8],"8 6]
[6 7] [6",-5.3616943359375,[6 8],False,"[-2.5363845825195312, -6.7457275390625, -3.6389083862304688, -7.823272705078125, 0.0, -8.322576522827148, -5.101900100708008, -1.7281551361083984]",4,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c1_set_union_permuted,32,c1_set_union_permuted_32,True,[4],"4]
[4 8] [8]",-4.852685928344727,[4],True,"[-7.93681526184082, -6.128808975219727, -5.217685699462891, -7.730751037597656, -0.3617877960205078, -4.094621658325195, -10.053007125854492, 0.0]",7,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
XOR_permuted,32,XOR_permuted_32,True,[0 2],"1 8]
[1 8] [1",-6.123220443725586,[1 8],False,"[0.0, -7.902019500732422, -2.0370044708251953, -15.158926963806152, -3.0615692138671875, -2.6765480041503906, -11.888355255126953, -10.467119216918945]",0,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
AND_permuted,32,AND_permuted_32,True,[],"2] [1]
[6] [",-7.426061630249023,[2],False,"[-2.9763641357421875, -2.596752166748047, -8.691146850585938, -5.99580192565918, 0.0, -5.987281799316406, -11.379531860351562, -2.561321258544922]",4,],0.0,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
row_constant,33,row_constant_33,False,[4],"4]
[3] [3] [",-0.6048297882080078,[4],True,"[-5.42854118347168, -5.395772933959961, -6.815004348754883, -6.455966949462891, -5.906993865966797, -0.030550003051757812, -5.945033073425293, -6.139410972595215]",5,4],-0.0305500030517578,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
col_constant,33,col_constant_33,False,[0],"0]
[7] [9] [",-0.3562259674072265,[0],True,"[-0.12272834777832031, -5.669034957885742, -5.505773544311523, -3.953388214111328, -6.007425308227539, -6.25621223449707, -2.807443618774414, -5.786809921264648]",0,0],-0.1227283477783203,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag1,33,dist3_diag1_33,False,[0],"0]
[3] [0] [",-2.333415985107422,[0],True,"[-5.4557647705078125, -2.4672813415527344, -0.4605140686035156, -2.512939453125, -3.169605255126953, -3.363800048828125, -2.4992427825927734, -4.488590240478516]",2,0],-0.4605140686035156,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag2,33,dist3_diag2_33,False,[3],"3]
[3] [5] [",-2.495859146118164,[3],True,"[-4.059974670410156, -2.8084564208984375, -6.871250152587891, -4.070594787597656, -5.206584930419922, -4.808063507080078, -0.18593788146972656, -3.4908313751220703]",6,3],-0.1859378814697265,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb0,33,two_rule_comb0_33,False,[7 9],"7 9]
[0 13] [2",-1.799346923828125,"[7, 9]",True,"[-6.512651443481445, -12.237532615661621, -12.551004409790039, -8.879257202148438, -11.969486236572266, -10.839941024780273, -5.654582977294922, -0.023462295532226562]",7,7 9],-0.0234622955322265,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb1,33,two_rule_comb1_33,False,[3 0],"3 0]
[1 7] [3",-3.468788146972656,"[3, 0]",True,"[-4.776760101318359, -6.636936187744141, -2.762533187866211, -3.9416141510009766, -0.7891826629638672, -10.076616287231445, -4.650733947753906, -6.924442291259766]",4,3 0],-0.7891826629638672,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb2,33,two_rule_comb2_33,False,[5 6],"5 6]
[3 4] [1",-2.743600845336914,"[5, 6]",True,"[-7.403463363647461, -8.357122421264648, -6.994733810424805, -3.315591812133789, -4.996906280517578, -0.4417381286621094, -11.442561149597168, -5.3875274658203125]",5,5 6],-0.4417381286621094,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb3,33,two_rule_comb3_33,False,[9 0],"9 0]
[9 0] [7",-4.175136566162109,"[9, 0]",True,"[-5.950542449951172, -7.752353668212891, -4.459434509277344, -3.943187713623047, -3.8575439453125, -2.788614273071289, -5.750022888183594, -1.0309619903564453]",7,9 0],-1.030961990356445,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb4,33,two_rule_comb4_33,False,[5 0],"5 6]
[8 4] [5",-2.87784194946289,"[5, 6]",False,"[-5.061056137084961, -5.989599227905273, -5.78448486328125, -4.200080871582031, -4.561038970947266, -5.255275726318359, -5.600612640380859, -5.218120574951172]",3,4 3],-4.200080871582031,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb5,33,two_rule_comb5_33,False,[9 0],"9 0]
[8 2] [9",-1.8201045989990232,"[9, 0]",True,"[-6.296977996826172, -4.577337265014648, -8.341306686401367, -5.607572555541992, -5.681711196899414, -7.06572151184082, -5.706480026245117, -1.446126937866211]",7,9 0],-1.446126937866211,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb0,33,three_rule_comb0_33,False,[0 5 5],"0 5 5]
[0 5 5]",-3.329017639160156,"[0, 5, 5]",True,"[-11.923160552978516, -10.8155517578125, -9.609783172607422, -0.06963729858398438, -4.8228912353515625, -9.00079345703125, -6.601140975952148, -10.852701187133789]",3,0 5 5],-0.0696372985839843,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb1,33,three_rule_comb1_33,False,[2 6 1],"2 6 1]
[1 6 9]",-5.020437240600586,"[2, 6, 1]",True,"[-7.095973968505859, -7.3901214599609375, -1.810699462890625, -1.6662960052490234, -11.050775527954102, -7.396734237670898, -7.196928024291992, -10.06390380859375]",3,2 6 1],-1.6662960052490234,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb2,33,three_rule_comb2_33,False,[6 7 2],"6 7 2]
[7 1 3]",-2.370079040527344,"[6, 7, 2]",True,"[-9.199544906616211, -13.466033935546875, -9.178569793701172, -12.970636367797852, -8.183786392211914, -0.48651695251464844, -6.757915496826172, -10.564811706542969]",5,6 7 2],-0.4865169525146484,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb3,33,three_rule_comb3_33,False,[9 9 5],"9 5 5]
[3 8 6]",-4.950994491577148,"[9, 5, 5]",False,"[-11.132648468017578, -6.526844024658203, -9.17579460144043, -7.696239471435547, -4.188688278198242, -9.371246337890625, -6.956151962280273, -4.912788391113281]",4,9 5 8],-4.188688278198242,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb4,33,three_rule_comb4_33,False,[0 8 0],"0 6 0]
[8 4 2]",-6.978845596313477,"[0, 6, 0]",False,"[-4.297731399536133, -5.909214019775391, -12.156545639038086, -5.308046340942383, -6.499691009521484, -10.460763931274414, -11.621179580688477, -5.310220718383789]",0,0 8 0],-4.297731399536133,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb5,33,three_rule_comb5_33,False,[7 1 8],"7 1 7]
[6 7 6]",-3.053773880004883,"[7, 1, 7]",False,"[-8.588512420654297, -9.849798202514648, -6.421394348144531, -10.21734619140625, -7.503183364868164, -9.626091003417969, -9.69937515258789, -4.769905090332031]",7,7 1 8],-4.769905090332031,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb6,33,three_rule_comb6_33,False,[8 4 1],"8 4 7]
[8 4 7]",-3.724813461303711,"[8, 4, 7]",False,"[-7.4404144287109375, -9.475906372070312, -3.721363067626953, -8.577125549316406, -8.557815551757812, -2.7523441314697266, -8.000659942626953, -8.05335807800293]",5,8 4 1],-2.7523441314697266,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb7,33,three_rule_comb7_33,False,[3 5 1],"7 6 3]
[8 6 4]",-2.3340835571289062,"[7, 6, 3]",False,"[-9.633447647094727, -11.256690979003906, -2.8706741333007812, -8.139951705932617, -8.380210876464844, -11.27353286743164, -10.193756103515625, -8.223506927490234]",2,3 8 1],-2.8706741333007812,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb8,33,three_rule_comb8_33,False,[3 0 2],"3 7 2]
[4 6 3]",-1.3452434539794922,"[3, 7, 2]",False,"[-11.356843948364258, -5.8355712890625, -11.01997184753418, -8.768749237060547, -9.860300064086914, -2.806568145751953, -11.426380157470703, -8.157768249511719]",5,3 0 2],-2.806568145751953,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb9,33,three_rule_comb9_33,False,[7 5 9],"7 5 9]
[6 4 8]",-0.5833930969238281,"[7, 5, 9]",True,"[-14.508636474609375, -8.794792175292969, -8.88491439819336, -14.947153091430664, -11.539712905883789, -9.752384185791016, -0.26474571228027344, -3.3732051849365234]",6,7 5 9],-0.2647457122802734,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c3_set_union,33,c3_set_union_33,True,[2 0 5 9],"2 5 9]
[2 5] [",-3.840539932250977,[2 5 9],False,"[-8.113016128540039, -6.272335052490234, -5.016689300537109, -4.492465972900391, -7.843517303466797, -6.336618423461914, -3.585887908935547, -4.445798873901367]",6,2 0 5],-3.585887908935547,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c1_set_union,33,c1_set_union_33,True,[4],"4]
[8 1 4 3] [",-5.567468643188477,[4],True,"[-5.931938171386719, -9.229602813720703, -6.780023574829102, -5.947456359863281, -0.08424568176269531, -5.867061614990234, -8.321491241455078, -6.5312347412109375]",4,4],-0.0842456817626953,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c2_set_union,33,c2_set_union_33,True,[1],"2 1]
[2] [2 1",-6.686609268188477,[1 2],False,"[-7.612634658813477, -2.918975830078125, -2.1289730072021484, -2.1315155029296875, -4.474617004394531, -5.220880508422852, -5.812223434448242, -5.473857879638672]",2,2],-2.1289730072021484,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
AND,33,AND_33,True,[2],"2]
[0 3] [3 3",-5.001379013061523,[2],True,"[-0.2962837219238281, -5.681049346923828, -7.609962463378906, -7.87047004699707, -6.64471435546875, -8.209165573120117, -5.706193923950195, -7.116216659545898]",0,2],-0.2962837219238281,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
XOR,33,XOR_33,True,[4 8],"8 4]
[8 7] [8",-5.5408172607421875,[4 8],True,"[-10.075196266174316, -3.338207244873047, -4.405458450317383, -8.609350204467773, -9.068233489990234, -2.886384963989258, -11.515294075012207, -3.343667984008789]",5,7 0],-2.886384963989258,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c3_set_union_permuted,33,c3_set_union_permuted_33,True,[7 8 3 1],"7 8]
[7 8] [3",-7.082889556884766,[7 8],False,"[-4.780017852783203, -4.471139907836914, -4.277629852294922, -4.174457550048828, -5.879335403442383, -5.619895935058594, -4.520545959472656, 0.0]",7,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c2_set_union_permuted,33,c2_set_union_permuted_33,True,[4],"3 4]
[3] [3 4",-6.793359756469727,[3 4],False,"[-4.845268249511719, -2.9186229705810547, -2.031421661376953, -4.947946548461914, -6.515403747558594, -6.150789260864258, -5.814605712890625, -5.095129013061523]",2,3],-2.031421661376953,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c1_set_union_permuted,33,c1_set_union_permuted_33,True,[4],"6]
[6] [6] [",-8.253782272338867,[6],False,"[-2.267047882080078, -4.163362503051758, -2.992643356323242, -6.089094161987305, -2.4378280639648438, -3.1198272705078125, -4.500528335571289, -4.240806579589844]",0,4],-2.267047882080078,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
XOR_permuted,33,XOR_permuted_33,True,[5 7],"5 7]
[7 5] [7",-5.147993087768555,[5 7],True,"[-5.008563995361328, -2.078798294067383, -5.190008163452148, -9.835691452026367, -3.9923439025878906, -8.257566452026367, -1.6960010528564453, -13.822422981262207]",6,5 7],-1.696001052856445,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
AND_permuted,33,AND_permuted_33,True,[],"7]
[2] [7] [",-8.118072509765625,[7],False,"[-5.612001419067383, -4.059543609619141, -9.443073272705078, -4.898479461669922, -10.595773696899414, -8.58236312866211, -4.309717178344727, 0.0]",7,],0.0,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
row_constant,34,row_constant_34,False,[6],"6]
[4] [4] [",-1.9981002807617188,[6],True,"[-0.03270530700683594, -6.525019645690918, -5.59398078918457, -5.454851150512695, -5.870283126831055, -5.721435546875, -5.065761566162109, -6.044867515563965]",0,6],-0.0327053070068359,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
col_constant,34,col_constant_34,False,[3],"3]
[7] [4] [",-0.4056205749511719,[3],True,"[-0.03765678405761719, -6.226282119750977, -4.465229034423828, -6.436277389526367, -7.091884613037109, -5.554058074951172, -5.773960113525391, -4.900720596313477]",0,3],-0.0376567840576171,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag1,34,dist3_diag1_34,False,[8],"8]
[2] [8] [",-1.851224899291992,[8],True,"[-3.655271530151367, -4.189445495605469, -2.914031982421875, -3.1692352294921875, -3.007678985595703, -3.1668949127197266, -3.5641632080078125, -0.4721832275390625]",7,8],-0.4721832275390625,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag2,34,dist3_diag2_34,False,[0],"0]
[9] [6] [",-2.176280975341797,[0],True,"[-3.5198612213134766, -4.144704818725586, -4.136810302734375, -4.266426086425781, -4.414484024047852, -0.18534469604492188, -4.724802017211914, -4.029258728027344]",5,0],-0.1853446960449218,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb0,34,two_rule_comb0_34,False,[4 2],"4 2]
[6 5] [6",-1.955585479736328,"[4, 2]",True,"[-7.624599456787109, -12.697559356689453, -10.812631607055664, -11.055337905883789, -12.940530776977539, -12.380342483520508, -0.019830703735351562, -10.464620590209961]",6,4 2],-0.0198307037353515,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb1,34,two_rule_comb1_34,False,[1 2],"1 8] [1 9]
[2",-4.165081024169922,"[1, 8]",False,"[-6.484724044799805, -5.284351348876953, -5.207780838012695, -6.42875862121582, -4.464128494262695, -1.7348995208740234, -3.1007747650146484, -5.668024063110352]",5,1 2],-1.7348995208740234,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb2,34,two_rule_comb2_34,False,[5 1],"5 1]
[3 3] [3",-1.0877456665039062,"[5, 1]",True,"[-9.716832160949707, -4.94451904296875, -5.872753143310547, -4.257318496704102, -3.1899547576904297, -0.459320068359375, -5.949943542480469, -10.652721405029297]",5,5 1],-0.459320068359375,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb3,34,two_rule_comb3_34,False,[3 4],"3 4]
[4 1] [3",-4.422052383422852,"[3, 4]",True,"[-5.672197341918945, -3.3542232513427734, -4.086603164672852, -4.822568893432617, -4.161027908325195, -1.2865371704101562, -4.812192916870117, -2.1624069213867188]",5,3 4],-1.2865371704101562,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb4,34,two_rule_comb4_34,False,[8 6],"7 8]
[6 7] [7",-2.9903488159179688,"[7, 8]",False,"[-2.6791629791259766, -2.6504364013671875, -2.350494384765625, -5.200052261352539, -3.1583290100097656, -4.839206695556641, -4.244756698608398, -4.47760009765625]",2,7 8],-2.350494384765625,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb5,34,two_rule_comb5_34,False,[8 4],"8 4]
[7 3] [8",-0.3225765228271484,"[8, 4]",True,"[-9.1300630569458, -11.148231506347656, -5.094017028808594, -0.13821983337402344, -12.796463012695312, -9.783461570739746, -12.846536636352539, -10.32418441772461]",3,8 4],-0.1382198333740234,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb0,34,three_rule_comb0_34,False,[1 8 0],"1 8 0]
[1 4 1]",-4.138633728027344,"[1, 8, 0]",True,"[-7.134162902832031, -10.548351287841797, -10.198814392089844, -7.526081085205078, -7.801483154296875, -0.36748313903808594, -9.344562530517578, -4.143281936645508]",5,1 8 0],-0.3674831390380859,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb1,34,three_rule_comb1_34,False,[4 4 2],"4 4 2]
[2 2 2]",-1.834026336669922,"[4, 4, 2]",True,"[-0.555419921875, -3.7851390838623047, -5.230602264404297, -7.128562927246094, -5.982574462890625, -12.65390396118164, -7.50609016418457, -5.736753463745117]",0,4 4 2],-0.555419921875,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb2,34,three_rule_comb2_34,False,[1 4 9],"1 4 9]
[6 5 1]",-2.799428939819336,"[1, 4, 9]",True,"[-0.4774951934814453, -11.621330261230469, -11.88966178894043, -11.101743698120117, -10.826688766479492, -11.643131256103516, -6.597707748413086, -10.968233108520508]",0,1 4 9],-0.4774951934814453,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
