condition,model,model_family,model_n_params,item_id,question,response,response_label,response_correct,eval_method,pretty_eval_method
crt2,Llama-2 13B,Llama-2,13.0,42,"How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",5 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 13B,Llama-2,13.0,43,"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",1 man 1 minute.,,False,generated,Production
crt2,Llama-2 13B,Llama-2,13.0,43,"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",40 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 13B,Llama-2,13.0,44,"How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",1 minute.,intuitive,False,generated,Production
crt2,Llama-2 13B,Llama-2,13.0,44,"How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",1 minute,intuitive,False,mc,Forced choice
crt2,Llama-2 13B,Llama-2,13.0,45,"How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",10 people can cook 10 packs of spaghetti in 7 minutes.,,False,generated,Production
crt2,Llama-2 13B,Llama-2,13.0,45,"How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",10 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 13B,Llama-2,13.0,46,"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",10 days.,,False,generated,Production
crt2,Llama-2 13B,Llama-2,13.0,46,"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",5 days,intuitive,False,mc,Forced choice
crt2,Llama-2 13B,Llama-2,13.0,47,"How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",1 fish eats 1 worm in 1 day.,intuitive,False,generated,Production
crt2,Llama-2 13B,Llama-2,13.0,47,"How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",1 day,intuitive,False,mc,Forced choice
crt2,Llama-2 13B,Llama-2,13.0,48,"How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",1 hour to connect 1 phone call.,intuitive,False,generated,Production
crt2,Llama-2 13B,Llama-2,13.0,48,"How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",1 hour,intuitive,False,mc,Forced choice
crt2,Llama-2 13B,Llama-2,13.0,49,"How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",20 printers will take 40 minutes to print 20 documents.,,False,generated,Production
crt2,Llama-2 13B,Llama-2,13.0,49,"How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",20 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 13B,Llama-2,13.0,50,"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",It takes 69 husbands 69 minutes to feed 69 babies.,,False,generated,Production
crt2,Llama-2 13B,Llama-2,13.0,50,"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",70 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",4 hours.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,1,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",4 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",4 washing machines can wash 4 loads of laundry in 8 hours.,correct,True,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,2,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",4 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",10 minutes.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,3,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",50 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days.,correct,True,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,4,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",5 days,correct,True,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,5,"How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?",10 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,5,"How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?",60 minutes,correct,True,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,6,"How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?",It takes 6 years.,correct,True,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,6,"How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?",6 years,correct,True,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,7,"How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?",30 hours.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,7,"How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?",30 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,8,"How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",40 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,8,"How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",40 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,9,"How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",40 weeks.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,9,"How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",40 weeks,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,10,"How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",It takes 10 minutes to plant 10 trees.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,10,"How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",5 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,11,"How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?",30 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,11,"How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?",30 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",10 minutes.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,12,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",5 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",10 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,13,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",10 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,14,"How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?",2 people will read 2 books in 2 weeks.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,14,"How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?",2 weeks,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,15,"How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?",40 weeks.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,15,"How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?",5 weeks,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,16,"How long does it take 30 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?",30 weeks.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,16,"How long does it take 30 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?",30 weeks,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,17,"How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?",40 hours.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,17,"How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?",40 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,18,"How long does it take 6 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?",1 hour.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,18,"How long does it take 6 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?",6 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,19,"How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?",4 photographers take 4 photos in 4 hours.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,19,"How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?",4 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,20,"How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?",1 painter can paint 1 painting in 8 hours.,correct,True,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,20,"How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?",1 hour,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,21,"How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?","50 minutes, of course.",intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,21,"How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?",50 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,22,"How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?",2 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,22,"How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?",2 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,23,"How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?",50 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,23,"How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?",50 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,24,"How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?",14 minutes.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,24,"How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?",2 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,25,"How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?",16 seconds.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,25,"How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?",2 seconds,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,26,"How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?",6 hours.,correct,True,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,26,"How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?",4 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,27,"How long does it take 20 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?",80 hours.,correct,True,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,27,"How long does it take 20 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?",20 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,28,"How long does it take 30 hair stylists to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles?",The answer is 30 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,28,"How long does it take 30 hair stylists to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles?",30 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,29,"How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?",2 hours.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,29,"How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?",2 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,30,"How long does it take 20 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?",20 hours.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,30,"How long does it take 20 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?",20 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,31,"How long does it take 3 painters to paint 3 rooms, if it takes 4 painters 4 hours to paint 4 rooms?",3 hours.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,31,"How long does it take 3 painters to paint 3 rooms, if it takes 4 painters 4 hours to paint 4 rooms?",3 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,32,"How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?",It takes 40 trees 40 days to grow 40 leaves.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,32,"How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?",40 days,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,33,"How long does it take 1 runner to clean 1 shoe, if it takes 5 runners 5 minutes to clean 5 shoes?",5 minutes.,correct,True,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,33,"How long does it take 1 runner to clean 1 shoe, if it takes 5 runners 5 minutes to clean 5 shoes?",1 minute,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,34,"How long does it take 3 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?",It takes 1 translator 1 hour to translate 1 page.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,34,"How long does it take 3 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?",3 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,35,"How long does it take 2 machines to make 2 smartphones, if it takes 3 machines 3 hours to make 3 smartphones?",The machines work at a constant rate.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,35,"How long does it take 2 machines to make 2 smartphones, if it takes 3 machines 3 hours to make 3 smartphones?",2 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,36,"How long does it take 50 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",50 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,36,"How long does it take 50 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",50 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,37,"How long does it take 7 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",1 day.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,37,"How long does it take 7 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",7 days,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,38,"How long does it take 40 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?",It takes 40 pipes 40 hours to fill 40 containers.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,38,"How long does it take 40 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?",40 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,39,"How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",50 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,39,"How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",50 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,40,"How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?",20 hours.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,40,"How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?",20 hours,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,41,"How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",It takes 40 air conditioners 40 minutes to cool 40 rooms.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,41,"How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",40 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,42,"How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",6 minutes.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,42,"How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",5 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,43,"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",70 minutes.,correct,True,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,43,"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",40 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,44,"How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",1 minute.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,44,"How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",8 minutes,correct,True,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,45,"How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",10 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,45,"How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",10 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,46,"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",15 days.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,46,"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",5 days,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,47,"How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",1 day.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,47,"How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",1 day,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,48,"How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",It takes 1 operator 1 hour to connect 1 phone call.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,48,"How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",1 hour,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,49,"How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",20 minutes.,intuitive,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,49,"How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",20 minutes,intuitive,False,mc,Forced choice
crt2,Llama-2 70B,Llama-2,70.0,50,"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",69 minutes.,,False,generated,Production
crt2,Llama-2 70B,Llama-2,70.0,50,"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",70 minutes,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",4 days.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,1,"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",3 days,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,2,"A pandemic is occurring in a state where the total number of infected individuals doubles daily. If it takes 10 days for the entire state's population to become infected, how many days would it take for half of the state's population to be infected?",20 days.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,2,"A pandemic is occurring in a state where the total number of infected individuals doubles daily. If it takes 10 days for the entire state's population to become infected, how many days would it take for half of the state's population to be infected?",5 days,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,3,"People are escaping from war. Each day, the total count of refugees doubles. If it takes 22 days for the entire population to evacuate, how long would it take for half of the population to do so?",13 days.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,3,"People are escaping from war. Each day, the total count of refugees doubles. If it takes 22 days for the entire population to evacuate, how long would it take for half of the population to do so?",22 days,t,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,4,"A farmer is plowing a field. Each hour, the total plowed area doubles. If it takes 10 hours for the entire field to be plowed, how long would it take for half of the field to be plowed?",5 hours.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,4,"A farmer is plowing a field. Each hour, the total plowed area doubles. If it takes 10 hours for the entire field to be plowed, how long would it take for half of the field to be plowed?",5 hours,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,5,"The apples are dropping from an apple tree, with the total count of fallen apples doubling each day. If it requires 16 days for all the apples to drop, how many days would it take for half the apples to fall?",21 days.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,5,"The apples are dropping from an apple tree, with the total count of fallen apples doubling each day. If it requires 16 days for all the apples to drop, how many days would it take for half the apples to fall?",8 days,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,6,"Fish are migrating and each day, the total distance they cover doubles. If it takes the fish 18 days to reach their destination, how many days would it take for them to cover half the distance?",18 days.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,6,"Fish are migrating and each day, the total distance they cover doubles. If it takes the fish 18 days to reach their destination, how many days would it take for them to cover half the distance?",9 days,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,7,"A tree branch is falling, and with each passing second, the total distance it covered doubles. If it takes 6 seconds for the branch to reach the ground, how long would it take for it to cover one-half of the total distance?",$2.00,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,7,"A tree branch is falling, and with each passing second, the total distance it covered doubles. If it takes 6 seconds for the branch to reach the ground, how long would it take for it to cover one-half of the total distance?",3 seconds,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,8,"A fly is traveling from point A to point B. With each passing hour, the total distance it covered doubles. If the fly reaches point B in 12 hours, how long does it take for the fly to cover half of the distance?",24 hours.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,8,"A fly is traveling from point A to point B. With each passing hour, the total distance it covered doubles. If the fly reaches point B in 12 hours, how long does it take for the fly to cover half of the distance?",6 hours,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,9,"A new concrete pavement is drying. The overall area of dried concrete doubles each day. If it requires 4 days for the entire pavement to dry completely, how many days does it take for half the pavement to become dry?",2 days.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,9,"A new concrete pavement is drying. The overall area of dried concrete doubles each day. If it requires 4 days for the entire pavement to dry completely, how many days does it take for half the pavement to become dry?",2 days,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,10,"There is a freezer filled with food, and the total volume of the frozen food doubles every hour. If it takes 16 hours for all the food to become frozen, how long would it take to freeze half of the food?",16 hours.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,10,"There is a freezer filled with food, and the total volume of the frozen food doubles every hour. If it takes 16 hours for all the food to become frozen, how long would it take to freeze half of the food?",8 hours,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,11,"A pot of water is boiling on the stove, and with each passing hour, the overall volume of the evaporated water doubles. If the entire pot takes 6 hours to evaporate completely, how long does it take for half of the pot to evaporate?",12 hours.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,11,"A pot of water is boiling on the stove, and with each passing hour, the overall volume of the evaporated water doubles. If the entire pot takes 6 hours to evaporate completely, how long does it take for half of the pot to evaporate?",3 hours,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,12,"There is a section of mold on a bread loaf that doubles in size every hour. If it takes 16 hours for the mold to completely cover the bread, how much time is needed for the mold to cover half of the bread?",2 hours.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,12,"There is a section of mold on a bread loaf that doubles in size every hour. If it takes 16 hours for the mold to completely cover the bread, how much time is needed for the mold to cover half of the bread?",8 hours,intuitive,False,mc,Forced choice
crt3,Llama-2 7B,Llama-2,7.0,13,"A forest is engulfed in flames. Each day, the overall area of the scorched forest doubles in size. If it takes 18 days for the entire forest to be consumed by the fire, how many days would it take for half of the forest to be burnt?",24 days.,,False,generated,Production
crt3,Llama-2 7B,Llama-2,7.0,13,"A forest is engulfed in flames. Each day, the overall area of the scorched forest doubles in size. If it takes 18 days for the entire forest to be consumed by the fire, how many days would it take for half of the forest to be burnt?",9 days,intuitive,False,mc,Forced choice
